accession,library,panel,gene,detected_in_fraction_of_cells,gene_absent_from_reference
GSE247505,GSM7890836_Expt1_2wRFPr2,reprogrammed AM (Fig. 1h),Fstl1,0.0065,False
GSE247505,GSM7890836_Expt1_2wRFPr2,reprogrammed AM (Fig. 1h),Cxcl2,0.1167,False
GSE247505,GSM7890836_Expt1_2wRFPr2,monocyte/IM (Fig. 1h),Itgam,0.0237,False
GSE247505,GSM7890836_Expt1_2wRFPr2,monocyte/IM (Fig. 1h),Ly6c2,0.079,False
GSE247505,GSM7890836_Expt1_2wRFPr2,monocyte/IM (Fig. 1h),Ccr2,0.0318,False
GSE247505,GSM7890836_Expt1_2wRFPr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0126,False
GSE247505,GSM7890836_Expt1_2wRFPr2,monocyte/IM (Fig. 1h),Mmp19,0.0551,False
GSE247505,GSM7890836_Expt1_2wRFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0029,False
GSE247505,GSM7890836_Expt1_2wRFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.112,False
GSE247505,GSM7890836_Expt1_2wRFPr2,EGF axis (ED Fig. 5f-h),Areg,0.5003,False
GSE247505,GSM7890836_Expt1_2wRFPr2,EGF axis (ED Fig. 5f-h),Ereg,0.1978,False
GSE247505,GSM7890836_Expt1_2wRFPr2,EGF axis (ED Fig. 5f-h),Hbegf,0.4317,False
GSE247505,GSM7890836_Expt1_2wRFPr2,EGF axis (ED Fig. 5f-h),Tgfa,0.0942,False
GSE247505,GSM7890836_Expt1_2wRFPr2,EGF axis (ED Fig. 5f-h),Egfr,0.0027,False
GSE247505,GSM7890836_Expt1_2wRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0395,False
GSE247505,GSM7890836_Expt1_2wRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0409,False
GSE247505,GSM7890836_Expt1_2wRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.3513,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Sftpc,0.9167,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Etv5,0.2676,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Lamp3,0.476,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Cd177,0.082,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Cldn4,0.338,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Itga2,0.2414,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Ndrg1,0.1339,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Sox9,0.1002,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Mki67,0.089,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Ager,0.6317,False
GSE247505,GSM7890836_Expt1_2wRFPr2,mutant epithelial states (Fig. 4l),Hopx,0.3676,False
GSE247505,GSM7890836_Expt1_2wRFPr2,compartment,Epcam,0.7157,False
GSE247505,GSM7890836_Expt1_2wRFPr2,compartment,Ptprc,0.191,False
GSE247505,GSM7890836_Expt1_2wRFPr2,compartment,Col1a1,0.0036,False
GSE247505,GSM7890836_Expt1_2wRFPr2,compartment,Pecam1,0.0111,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.0011,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar fibroblast (Fig. 1d),Col13a1,0.0005,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar fibroblast (Fig. 1d),Tcf21,0.0019,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar fibroblast (Fig. 1d),Npnt,0.3061,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar fibroblast (Fig. 1d),Scube2,0.0002,False
GSE247505,GSM7890837_Expt1_2wYFPr1,adventitial fibroblast (Fig. 1d),Col14a1,0.0007,False
GSE247505,GSM7890837_Expt1_2wYFPr1,adventitial fibroblast (Fig. 1d),Pi16,0.0018,False
GSE247505,GSM7890837_Expt1_2wYFPr1,adventitial fibroblast (Fig. 1d),Dcn,0.0011,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0018,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0005,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.2689,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.01,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.004,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0018,False
GSE247505,GSM7890837_Expt1_2wYFPr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.8943,False
GSE247505,GSM7890837_Expt1_2wYFPr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0169,False
GSE247505,GSM7890837_Expt1_2wYFPr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0009,False
GSE247505,GSM7890837_Expt1_2wYFPr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0062,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Itgax,0.0174,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Siglecf,0.006,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Pparg,0.0104,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Mertk,0.0118,False
GSE247505,GSM7890837_Expt1_2wYFPr1,alveolar macrophage (Fig. 1h),Car4,0.0165,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Msr1,0.0069,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Cdh1,0.3835,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Ch25h,0.0077,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Ear6,0.0042,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Fstl1,0.0056,False
GSE247505,GSM7890837_Expt1_2wYFPr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0654,False
GSE247505,GSM7890837_Expt1_2wYFPr1,monocyte/IM (Fig. 1h),Itgam,0.0046,False
GSE247505,GSM7890837_Expt1_2wYFPr1,monocyte/IM (Fig. 1h),Ly6c2,0.0804,False
GSE247505,GSM7890837_Expt1_2wYFPr1,monocyte/IM (Fig. 1h),Ccr2,0.0088,False
GSE247505,GSM7890837_Expt1_2wYFPr1,monocyte/IM (Fig. 1h),Cx3cr1,0.0028,False
GSE247505,GSM7890837_Expt1_2wYFPr1,monocyte/IM (Fig. 1h),Mmp19,0.0111,False
GSE247505,GSM7890837_Expt1_2wYFPr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0018,False
GSE247505,GSM7890837_Expt1_2wYFPr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0496,False
GSE247505,GSM7890837_Expt1_2wYFPr1,EGF axis (ED Fig. 5f-h),Areg,0.3807,False
GSE247505,GSM7890837_Expt1_2wYFPr1,EGF axis (ED Fig. 5f-h),Ereg,0.0049,False
GSE247505,GSM7890837_Expt1_2wYFPr1,EGF axis (ED Fig. 5f-h),Hbegf,0.2497,False
GSE247505,GSM7890837_Expt1_2wYFPr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0309,False
GSE247505,GSM7890837_Expt1_2wYFPr1,EGF axis (ED Fig. 5f-h),Egfr,0.0206,False
GSE247505,GSM7890837_Expt1_2wYFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0018,False
GSE247505,GSM7890837_Expt1_2wYFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0035,False
GSE247505,GSM7890837_Expt1_2wYFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0151,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Sftpc,0.9989,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Etv5,0.5966,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Lamp3,0.8481,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Cd177,0.0014,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Cldn4,0.0125,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Itga2,0.0053,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0188,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Sox9,0.0037,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Mki67,0.0468,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Ager,0.865,False
GSE247505,GSM7890837_Expt1_2wYFPr1,mutant epithelial states (Fig. 4l),Hopx,0.099,False
GSE247505,GSM7890837_Expt1_2wYFPr1,compartment,Epcam,0.5289,False
GSE247505,GSM7890837_Expt1_2wYFPr1,compartment,Ptprc,0.0399,False
GSE247505,GSM7890837_Expt1_2wYFPr1,compartment,Col1a1,0.0025,False
GSE247505,GSM7890837_Expt1_2wYFPr1,compartment,Pecam1,0.0155,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0004,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0008,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar fibroblast (Fig. 1d),Tcf21,0.0004,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar fibroblast (Fig. 1d),Npnt,0.1349,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar fibroblast (Fig. 1d),Scube2,0.0,False
GSE247505,GSM7890838_Expt1_2wYFPr2,adventitial fibroblast (Fig. 1d),Col14a1,0.0012,False
GSE247505,GSM7890838_Expt1_2wYFPr2,adventitial fibroblast (Fig. 1d),Pi16,0.0172,False
GSE247505,GSM7890838_Expt1_2wYFPr2,adventitial fibroblast (Fig. 1d),Dcn,0.0016,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0016,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0004,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.3243,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0672,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.009,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0004,False
GSE247505,GSM7890838_Expt1_2wYFPr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.5191,False
GSE247505,GSM7890838_Expt1_2wYFPr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0062,False
GSE247505,GSM7890838_Expt1_2wYFPr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0008,False
GSE247505,GSM7890838_Expt1_2wYFPr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0021,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Itgax,0.2271,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Siglecf,0.1054,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Pparg,0.1128,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Mertk,0.1337,False
GSE247505,GSM7890838_Expt1_2wYFPr2,alveolar macrophage (Fig. 1h),Car4,0.2522,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Msr1,0.1078,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Cdh1,0.2608,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Ch25h,0.1341,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Ear6,0.0525,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Fstl1,0.0111,False
GSE247505,GSM7890838_Expt1_2wYFPr2,reprogrammed AM (Fig. 1h),Cxcl2,0.1767,False
GSE247505,GSM7890838_Expt1_2wYFPr2,monocyte/IM (Fig. 1h),Itgam,0.0303,False
GSE247505,GSM7890838_Expt1_2wYFPr2,monocyte/IM (Fig. 1h),Ly6c2,0.0545,False
GSE247505,GSM7890838_Expt1_2wYFPr2,monocyte/IM (Fig. 1h),Ccr2,0.0426,False
GSE247505,GSM7890838_Expt1_2wYFPr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0201,False
GSE247505,GSM7890838_Expt1_2wYFPr2,monocyte/IM (Fig. 1h),Mmp19,0.0574,False
GSE247505,GSM7890838_Expt1_2wYFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0016,False
GSE247505,GSM7890838_Expt1_2wYFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0976,False
GSE247505,GSM7890838_Expt1_2wYFPr2,EGF axis (ED Fig. 5f-h),Areg,0.132,False
GSE247505,GSM7890838_Expt1_2wYFPr2,EGF axis (ED Fig. 5f-h),Ereg,0.0262,False
GSE247505,GSM7890838_Expt1_2wYFPr2,EGF axis (ED Fig. 5f-h),Hbegf,0.08,False
GSE247505,GSM7890838_Expt1_2wYFPr2,EGF axis (ED Fig. 5f-h),Tgfa,0.018,False
GSE247505,GSM7890838_Expt1_2wYFPr2,EGF axis (ED Fig. 5f-h),Egfr,0.0062,False
GSE247505,GSM7890838_Expt1_2wYFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0029,False
GSE247505,GSM7890838_Expt1_2wYFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0517,False
GSE247505,GSM7890838_Expt1_2wYFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.221,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Sftpc,0.6617,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Etv5,0.3231,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Lamp3,0.4465,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Cd177,0.0119,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Cldn4,0.0258,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Itga2,0.0172,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Ndrg1,0.0168,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Sox9,0.0078,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Mki67,0.0484,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Ager,0.4809,False
GSE247505,GSM7890838_Expt1_2wYFPr2,mutant epithelial states (Fig. 4l),Hopx,0.1656,False
GSE247505,GSM7890838_Expt1_2wYFPr2,compartment,Epcam,0.3866,False
GSE247505,GSM7890838_Expt1_2wYFPr2,compartment,Ptprc,0.3116,False
GSE247505,GSM7890838_Expt1_2wYFPr2,compartment,Col1a1,0.0016,False
GSE247505,GSM7890838_Expt1_2wYFPr2,compartment,Pecam1,0.0103,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.0111,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar fibroblast (Fig. 1d),Col13a1,0.004,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar fibroblast (Fig. 1d),Tcf21,0.0106,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar fibroblast (Fig. 1d),Npnt,0.2104,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar fibroblast (Fig. 1d),Scube2,0.0035,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,adventitial fibroblast (Fig. 1d),Col14a1,0.0146,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,adventitial fibroblast (Fig. 1d),Pi16,0.0171,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,adventitial fibroblast (Fig. 1d),Dcn,0.0181,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0005,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.003,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.3417,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0131,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0191,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0081,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.4902,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0035,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0075,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0594,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Itgax,0.0081,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Siglecf,0.002,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Pparg,0.0136,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Mertk,0.0181,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,alveolar macrophage (Fig. 1h),Car4,0.0332,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Msr1,0.0096,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Cdh1,0.3598,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Ch25h,0.0045,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Fstl1,0.0267,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0211,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,monocyte/IM (Fig. 1h),Itgam,0.0267,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,monocyte/IM (Fig. 1h),Ly6c2,0.155,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,monocyte/IM (Fig. 1h),Ccr2,0.0498,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,monocyte/IM (Fig. 1h),Cx3cr1,0.0181,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,monocyte/IM (Fig. 1h),Mmp19,0.0086,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0005,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0513,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,EGF axis (ED Fig. 5f-h),Areg,0.1253,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,EGF axis (ED Fig. 5f-h),Ereg,0.0005,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,EGF axis (ED Fig. 5f-h),Hbegf,0.1716,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0257,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,EGF axis (ED Fig. 5f-h),Egfr,0.0337,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0075,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0131,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0035,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Sftpc,0.8072,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Etv5,0.4706,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Lamp3,0.5199,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Cd177,0.0111,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Cldn4,0.001,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Itga2,0.0181,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0377,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Sox9,0.0015,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Mki67,0.0141,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Ager,0.536,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,mutant epithelial states (Fig. 4l),Hopx,0.2053,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,compartment,Epcam,0.4263,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,compartment,Ptprc,0.1988,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,compartment,Col1a1,0.0216,False
GSE247505,GSM7890839_Expt2_ConfettiRFPr1,compartment,Pecam1,0.1062,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0097,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0029,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar fibroblast (Fig. 1d),Tcf21,0.0094,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar fibroblast (Fig. 1d),Npnt,0.1568,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar fibroblast (Fig. 1d),Scube2,0.0025,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,adventitial fibroblast (Fig. 1d),Col14a1,0.0115,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,adventitial fibroblast (Fig. 1d),Pi16,0.0133,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,adventitial fibroblast (Fig. 1d),Dcn,0.0248,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0011,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0004,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.1896,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0133,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0119,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0018,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.4745,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0014,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0058,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0255,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Itgax,0.014,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Siglecf,0.0043,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Pparg,0.0072,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Mertk,0.0104,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,alveolar macrophage (Fig. 1h),Car4,0.014,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Msr1,0.0061,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Cdh1,0.241,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Ch25h,0.004,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Ear6,0.0004,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Fstl1,0.0201,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,reprogrammed AM (Fig. 1h),Cxcl2,0.0183,False
