cluster,gene,scores,log2FC,pval,pval_adj,frac_expressing_in_cluster,frac_expressing_other
5,COL6A2,40.529053,4.400148,0.0,0.0,0.7413273001508296,0.14513502253531796
5,INMT,40.52465,4.730372,0.0,0.0,0.720211161387632,0.09309548157406355
5,TCF21,40.400978,4.9658346,0.0,0.0,0.7058823529411765,0.07044654016589023
5,GPX3,40.349102,3.7841694,0.0,0.0,0.8031674208144797,0.28398288073325
5,C1S,40.244816,4.402966,0.0,0.0,0.7375565610859729,0.1411203272355414
5,LGALS1,39.922768,2.6641288,0.0,0.0,0.9049773755656109,0.6250804832784154
5,COL3A1,39.839527,5.1382976,0.0,0.0,0.700603318250377,0.08385410748778548
6,FBLN1,57.616123,6.974326,0.0,0.0,0.9951259138911455,0.12265076609555438
6,DCN,57.0864,7.3496566,0.0,0.0,0.9983753046303818,0.1784285606460865
6,CFH,55.399906,5.170496,0.0,0.0,0.9731925264012997,0.22824364102951167
6,C1S,55.16836,5.6185503,0.0,0.0,0.9788789601949635,0.13204770171333685
6,NBL1,55.070507,5.5602856,0.0,0.0,0.9699431356620634,0.12238659521473319
6,LTBP2,55.00319,6.6764364,0.0,0.0,0.9439480097481722,0.05204166352177523
6,MMP2,54.601013,6.21601,0.0,0.0,0.9520714865962632,0.06117442825873651
6,PDGFRA,54.53017,6.422691,0.0,0.0,0.9480097481722177,0.04253151181221224
6,LAMA2,54.490383,6.1327124,0.0,0.0,0.950446791226645,0.0507962865121896
6,ADH1B,54.46467,6.1903877,0.0,0.0,0.9707554833468724,0.08532719450524567
6,A2M,54.39993,5.5338345,0.0,0.0,0.9902518277822908,0.3419503358744056
6,APOD,54.300537,6.1265798,0.0,0.0,0.9601949634443542,0.18744810929126726
6,COL1A2,54.077896,5.946256,0.0,0.0,0.9813160032493907,0.10076232168465545
6,COL6A2,53.708565,5.2393928,0.0,0.0,0.983753046303818,0.13601026492565477
6,COL6A1,53.564117,5.036254,0.0,0.0,0.9715678310316815,0.13944448637633028
6,SCN7A,53.543495,5.8496175,0.0,0.0,0.9455727051177905,0.048041361612197145
6,C1R,53.14024,4.733256,0.0,0.0,0.9780666125101544,0.20948750849120687
6,COL6A3,52.874893,5.8093896,0.0,0.0,0.9439480097481722,0.06147633783681787
6,BGN,52.521328,5.728322,0.0,0.0,0.9333874898456539,0.07313759529021058
6,MGP,52.475574,5.504879,0.0,0.0,0.9991876523151909,0.3874254660729112
7,NKG7,72.51937,7.4407196,0.0,0.0,0.9670801526717557,0.09394140365934538
7,KLRD1,66.8955,6.7225657,0.0,0.0,0.8983778625954199,0.04334256622322787
7,GZMB,65.282166,7.159808,0.0,0.0,0.875,0.03948035735185113
7,CD247,63.955147,6.219252,0.0,0.0,0.862118320610687,0.05898646276284477
7,HCST,63.7864,4.379337,0.0,0.0,0.9212786259541985,0.23305894745055203
7,PRF1,63.28662,7.1576567,0.0,0.0,0.8439885496183206,0.032614208247181364
