"cohort","comp","label","cell_floor","donor","disease","cells","library_size","TMM_factor"
"GSE136831","macrophages","Macrophage_Alveolar",30,"465C","control",822,12651853,0.908665972621619
"GSE136831","macrophages","Macrophage_Alveolar",30,"47I","IPF",850,9150229,0.98835353829861
"GSE136831","macrophages","Macrophage_Alveolar",30,"483C","control",1141,7836209,1.25804498636165
"GSE136831","macrophages","Macrophage_Alveolar",30,"484C","control",273,3002272,1.02062416619902
"GSE136831","macrophages","Macrophage_Alveolar",30,"49I","IPF",563,5446704,1.0428463520921
"GSE136831","macrophages","Macrophage_Alveolar",30,"59I","IPF",77,1491004,1.04920415428622
"GSE136831","macrophages","Macrophage_Alveolar",100,"001C","control",480,3751121,1.20276417642587
"GSE136831","macrophages","Macrophage_Alveolar",100,"002C","control",142,1261884,1.31400503977756
"GSE136831","macrophages","Macrophage_Alveolar",100,"003C","control",953,10792629,0.95316464102116
"GSE136831","macrophages","Macrophage_Alveolar",100,"010I","IPF",771,7532081,0.96593820515715
"GSE136831","macrophages","Macrophage_Alveolar",100,"021I","IPF",210,2541335,1.01714776633221
"GSE136831","macrophages","Macrophage_Alveolar",100,"022I","IPF",1079,9460761,0.96213614343516
"GSE136831","macrophages","Macrophage_Alveolar",100,"025I","IPF",1761,16239125,0.997993952241
"GSE136831","macrophages","Macrophage_Alveolar",100,"034C","control",120,1218374,1.27498011595061
"GSE136831","macrophages","Macrophage_Alveolar",100,"040I","IPF",1700,15123151,0.940391837260041
"GSE136831","macrophages","Macrophage_Alveolar",100,"041I","IPF",360,3661452,0.982640319426118
"GSE136831","macrophages","Macrophage_Alveolar",100,"053I","IPF",525,6007213,1.05461226262092
"GSE136831","macrophages","Macrophage_Alveolar",100,"063I","IPF",2047,16535201,0.859802723032678
"GSE136831","macrophages","Macrophage_Alveolar",100,"065C","control",366,1949363,1.31609404496921
"GSE136831","macrophages","Macrophage_Alveolar",100,"084C","control",191,1438350,1.57586555831508
"GSE136831","macrophages","Macrophage_Alveolar",100,"092C","control",2633,25234495,0.741785635627257
"GSE136831","macrophages","Macrophage_Alveolar",100,"098C","control",4160,41433688,0.863899526852177
"GSE136831","macrophages","Macrophage_Alveolar",100,"123I","IPF",246,3826267,0.869540361901931
"GSE136831","macrophages","Macrophage_Alveolar",100,"133C","control",1136,12282464,0.828189857012178
"GSE136831","macrophages","Macrophage_Alveolar",100,"135I","IPF",349,4143718,0.938503297166823
"GSE136831","macrophages","Macrophage_Alveolar",100,"1372C","control",844,9320837,0.959789074234562
"GSE136831","macrophages","Macrophage_Alveolar",100,"137C","control",217,3281605,1.07474303315141
"GSE136831","macrophages","Macrophage_Alveolar",100,"145I","IPF",1337,13640963,0.809094422283947
"GSE136831","macrophages","Macrophage_Alveolar",100,"157I","IPF",825,10192635,0.88621498625829
"GSE136831","macrophages","Macrophage_Alveolar",100,"158I","IPF",1374,13424819,0.776575373453063
"GSE136831","macrophages","Macrophage_Alveolar",100,"160C","control",1141,8065220,1.04050829771497
"GSE136831","macrophages","Macrophage_Alveolar",100,"166I","IPF",1361,10682259,0.999929049989946
"GSE136831","macrophages","Macrophage_Alveolar",100,"174I","IPF",1470,15071414,0.815596950687956
"GSE136831","macrophages","Macrophage_Alveolar",100,"177I","IPF",3049,19138085,0.722810869667181
"GSE136831","macrophages","Macrophage_Alveolar",100,"179I","IPF",707,7588292,0.758844184921046
"GSE136831","macrophages","Macrophage_Alveolar",100,"192C","control",287,3296655,1.08493093946292
"GSE136831","macrophages","Macrophage_Alveolar",100,"208C","control",340,2017529,1.23502479034041
"GSE136831","macrophages","Macrophage_Alveolar",100,"209I","IPF",591,6914371,0.818450059941201
"GSE136831","macrophages","Macrophage_Alveolar",100,"210I","IPF",486,3803105,0.96743081625585
"GSE136831","macrophages","Macrophage_Alveolar",100,"212I","IPF",596,7498031,0.864019671423306
"GSE136831","macrophages","Macrophage_Alveolar",100,"218C","control",160,1095558,1.28559346476032
"GSE136831","macrophages","Macrophage_Alveolar",100,"221I","IPF",575,6008682,0.895225735032443
"GSE136831","macrophages","Macrophage_Alveolar",100,"222C","control",2779,27613991,0.956427140015506
"GSE136831","macrophages","Macrophage_Alveolar",100,"222I","IPF",824,10504596,0.859284237510419
"GSE136831","macrophages","Macrophage_Alveolar",100,"225I","IPF",2893,33528466,0.831120630159132
"GSE136831","macrophages","Macrophage_Alveolar",100,"226C","control",225,1165333,1.15783686112447
"GSE136831","macrophages","Macrophage_Alveolar",100,"228I","IPF",183,1538983,1.27831506082571
"GSE136831","macrophages","Macrophage_Alveolar",100,"253C","control",124,2511615,1.11145943730678
"GSE136831","macrophages","Macrophage_Alveolar",100,"296C","control",1276,9164716,1.28229810720539
"GSE136831","macrophages","Macrophage_Alveolar",100,"29I","IPF",451,7873696,0.802213509763804
"GSE136831","macrophages","Macrophage_Alveolar",100,"388C","control",953,4925958,1.09098116366529
"GSE136831","macrophages","Macrophage_Alveolar",100,"396C","control",587,1662094,1.3670157488453
"GSE136831","macrophages","Macrophage_Alveolar",100,"439C","control",2474,24090389,1.16991571035482
"GSE136831","macrophages","Macrophage_Alveolar",100,"465C","control",822,12651853,0.921383332083253
"GSE136831","macrophages","Macrophage_Alveolar",100,"47I","IPF",850,9150229,1.00218617603397
"GSE136831","macrophages","Macrophage_Alveolar",100,"483C","control",1141,7836209,1.27565212781134
"GSE136831","macrophages","Macrophage_Alveolar",100,"484C","control",273,3002272,1.03490845194083
"GSE136831","macrophages","Macrophage_Alveolar",100,"49I","IPF",563,5446704,1.05744165148969
