cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,status,missing_genes
GSE135893,broad,cellchatdb,core,HBEGF,ERBB4,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,HBEGF,ERBB4,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,0.5,5,5,eligible_descriptive,
GSE135893,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,0.5,5,5,eligible_descriptive,
GSE135893,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,AT2,__broad__,100,0.5,5,5,eligible_descriptive,
GSE135893,broad,cellchatdb,core,IL1A,IL1R2,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,exploratory,FGF7,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,AREG,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,HBEGF,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,__broad__,fibroblasts,__broad__,100,0.5,1,5,insufficient_same_donor_coverage,
GSE135893,broad,cellchatdb,core,HBEGF,ERBB2_ERBB4,AT2,__broad__,fibroblasts,__broad__,100,0.5,1,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR1,fibroblasts,Fibroblasts,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR1,fibroblasts,Myofibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR1,fibroblasts,PLIN2+ Fibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR2,fibroblasts,Fibroblasts,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR2,fibroblasts,Myofibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFR2,fibroblasts,PLIN2+ Fibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFRL1,fibroblasts,Fibroblasts,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFRL1,fibroblasts,Myofibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,exploratory,FGF10,FGFRL1,fibroblasts,PLIN2+ Fibroblasts,AT2,AT2,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,EGFR,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB3,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB1,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB5,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ITGB8,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,SDC2,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,CXCR4,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,TGFB1,VASN,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophages,AT2,AT2,100,0.5,5,5,eligible_descriptive,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,AT2,AT2,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,AT2,AT2,fibroblasts,Myofibroblasts,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,AT2,AT2,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophages,AT2,AT2,100,0.5,5,5,eligible_descriptive,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Proliferating Macrophages,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,AT2,AT2,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,AT2,AT2,fibroblasts,Myofibroblasts,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,AT2,AT2,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,1,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,3,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,2,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,Myofibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,fibroblasts,PLIN2+ Fibroblasts,100,0.5,0,0,insufficient_same_donor_coverage,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophages,AT2,AT2,100,0.5,5,5,eligible_descriptive,
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Proliferating Macrophages,AT2,AT2,100,0.5,0,0,insufficient_same_donor_coverage,
