comp,label,case,reference,ligand,source_label,source_comp,focused_direction,supporting_patients,patients,receptors
AT2,AT2,AIS,normal,FGF7,Mast cells,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,AIS,normal,FGF7,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,FGF7,Non-classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Pericytes,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Plasma cells,other,False,0,,
AT2,AT2,AIS,normal,FGF7,NK cells,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,FGF7,SMG serous (bronchial),other,False,0,,
AT2,AT2,AIS,normal,FGF7,Smooth muscle,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,AIS,normal,FGF7,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,AIS,normal,FGF7,AT0,other,False,0,,
AT2,AT2,AIS,normal,FGF7,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,FGF7,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,FGF7,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,FGF7,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,FGF7,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,FGF7,pre-TB secretory,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,FGF7,DC2,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,FGF7,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,FGF7,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,FGF7,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,FGF7,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,FGF7,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,FGF7,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,FGF7,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,FGF7,Tuft,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,AT1,other,False,11,3;5;9;12;14;16;17;19;21;22;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,AT2,AT2,False,2,16;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Adventitial fibroblasts,fibroblasts,True,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Alveolar fibroblasts,fibroblasts,True,7,3;9;12;16;19;22;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,B cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Basal resting,other,False,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,CD4 T cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,CD8 T cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Classical monocytes,other,False,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,EC aerocyte capillary,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,EC arterial,other,False,6,9;17;19;21;22;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,EC general capillary,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,EC venous pulmonary,other,False,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Mast cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Monocyte-derived Mph,macrophages,True,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Non-classical monocytes,other,False,2,9;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Pericytes,other,False,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Plasma cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,NK cells,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,SMG serous (bronchial),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Smooth muscle,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Alveolar macrophages,macrophages,True,6,14;17;19;21;22;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Interstitial Mph perivascular,macrophages,True,2,21;23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,AT0,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,HBEGF,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,HBEGF,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,HBEGF,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,pre-TB secretory,other,False,1,23,CD44;CD82;CD9;EGFR;ERBB2;ERBB4
AT2,AT2,AIS,normal,HBEGF,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,DC2,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,HBEGF,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,HBEGF,Tuft,other,False,0,,
AT2,AT2,AIS,normal,IL1A,AT1,other,False,0,,
AT2,AT2,AIS,normal,IL1A,AT2,AT2,False,0,,
AT2,AT2,AIS,normal,IL1A,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1A,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1A,B cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Basal resting,other,False,0,,
AT2,AT2,AIS,normal,IL1A,CD4 T cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,CD8 T cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,IL1A,EC aerocyte capillary,other,False,0,,
AT2,AT2,AIS,normal,IL1A,EC arterial,other,False,0,,
AT2,AT2,AIS,normal,IL1A,EC general capillary,other,False,0,,
AT2,AT2,AIS,normal,IL1A,EC venous pulmonary,other,False,0,,
AT2,AT2,AIS,normal,IL1A,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Mast cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1A,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Non-classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Pericytes,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Plasma cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,NK cells,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,IL1A,SMG serous (bronchial),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Smooth muscle,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1A,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1A,AT0,other,False,0,,
AT2,AT2,AIS,normal,IL1A,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,IL1A,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1A,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1A,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,IL1A,pre-TB secretory,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,DC2,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1A,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,IL1A,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,IL1A,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,IL1A,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1A,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,IL1A,Tuft,other,False,0,,
AT2,AT2,AIS,normal,IL1B,AT1,other,False,0,,
AT2,AT2,AIS,normal,IL1B,AT2,AT2,False,0,,
AT2,AT2,AIS,normal,IL1B,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1B,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1B,B cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Basal resting,other,False,0,,
AT2,AT2,AIS,normal,IL1B,CD4 T cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,CD8 T cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,IL1B,EC aerocyte capillary,other,False,0,,
AT2,AT2,AIS,normal,IL1B,EC arterial,other,False,0,,
AT2,AT2,AIS,normal,IL1B,EC general capillary,other,False,0,,
AT2,AT2,AIS,normal,IL1B,EC venous pulmonary,other,False,0,,
AT2,AT2,AIS,normal,IL1B,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Mast cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1B,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Non-classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Pericytes,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Plasma cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,NK cells,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,IL1B,SMG serous (bronchial),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Smooth muscle,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1B,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1B,AT0,other,False,0,,
AT2,AT2,AIS,normal,IL1B,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,IL1B,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1B,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,IL1B,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,IL1B,pre-TB secretory,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,DC2,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,IL1B,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,IL1B,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,IL1B,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,IL1B,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,IL1B,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,IL1B,Tuft,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,AT1,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,AT2,AT2,False,1,12,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,TGFB1,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,TGFB1,B cells,other,False,2,17;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Basal resting,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,CD4 T cells,other,False,5,17;19;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,CD8 T cells,other,False,6,12;17;19;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Classical monocytes,other,False,1,23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,EC aerocyte capillary,other,False,2,21;22,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,EC arterial,other,False,4,17;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,EC general capillary,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,EC venous pulmonary,other,False,1,22,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Lymphatic EC differentiating,other,False,1,21,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Mast cells,other,False,4,17;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Monocyte-derived Mph,macrophages,True,1,23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Non-classical monocytes,other,False,3,19;21;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Pericytes,other,False,2,17;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Plasma cells,other,False,5,17;19;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,NK cells,other,False,4,17;19;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,SMG serous (bronchial),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Smooth muscle,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Alveolar macrophages,macrophages,True,5,17;19;21;22;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,Interstitial Mph perivascular,macrophages,True,4,17;19;21;23,TGFBR1_TGFBR2
AT2,AT2,AIS,normal,TGFB1,AT0,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,TGFB1,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,TGFB1,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,TGFB1,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,pre-TB secretory,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,DC2,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,TGFB1,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,TGFB1,Tuft,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,AT1,other,False,10,5;9;12;14;16;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,AT2,AT2,False,11,5;8;9;12;14;16;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Adventitial fibroblasts,fibroblasts,True,4,19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Alveolar fibroblasts,fibroblasts,True,10,5;9;12;14;16;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,B cells,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Basal resting,other,False,2,21;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,CD4 T cells,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,CD8 T cells,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Classical monocytes,other,False,1,23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,EC aerocyte capillary,other,False,5,9;14;17;19;22,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,EC arterial,other,False,6,9;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,EC general capillary,other,False,4,17;19;21;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,EC venous pulmonary,other,False,2,17;21,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Lymphatic EC differentiating,other,False,1,19,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Mast cells,other,False,5,17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Monocyte-derived Mph,macrophages,True,1,23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Multiciliated (non-nasal),other,False,5,9;12;17;21;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Non-classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Pericytes,other,False,4,17;19;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Plasma cells,other,False,7,12;16;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,NK cells,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Neuroendocrine,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Plasmacytoid DCs,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,SMG serous (bronchial),other,False,1,23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Smooth muscle,other,False,3,17;21;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Suprabasal,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Alveolar macrophages,macrophages,True,6,14;17;19;21;22;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Interstitial Mph perivascular,macrophages,True,2,19;23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,AT0,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,AT2 proliferating,AT2,False,0,,
AT2,AT2,AIS,normal,VEGFA,Club (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Mesothelium,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Migratory DCs,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,VEGFA,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,VEGFA,T cells proliferating,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,pre-TB secretory,other,False,1,23,GPC1;NRP1;NRP2
AT2,AT2,AIS,normal,VEGFA,Club (nasal),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,DC2,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Deuterosomal,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Goblet (subsegmental),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Ionocyte,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Multiciliated (nasal),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,SM activated stress response,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,AIS,normal,VEGFA,Hillock-like,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,SMG mucous,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,SMG duct,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,SMG serous (nasal),other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,AIS,normal,VEGFA,Tuft,other,False,0,,
AT2,AT2,AIS,normal,WNT1,AT1,other,False,0,,
AT2,AT2,AIS,normal,WNT1,AT2,AT2,False,0,,
AT2,AT2,AIS,normal,WNT1,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,WNT1,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,AIS,normal,WNT1,B cells,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Basal resting,other,False,0,,
AT2,AT2,AIS,normal,WNT1,CD4 T cells,other,False,0,,
AT2,AT2,AIS,normal,WNT1,CD8 T cells,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,WNT1,EC aerocyte capillary,other,False,0,,
AT2,AT2,AIS,normal,WNT1,EC arterial,other,False,0,,
AT2,AT2,AIS,normal,WNT1,EC general capillary,other,False,0,,
AT2,AT2,AIS,normal,WNT1,EC venous pulmonary,other,False,0,,
AT2,AT2,AIS,normal,WNT1,EC venous systemic,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Goblet (bronchial),other,False,0,,
AT2,AT2,AIS,normal,WNT1,Goblet (nasal),other,False,0,,
AT2,AT2,AIS,normal,WNT1,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Lymphatic EC mature,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Mast cells,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,AIS,normal,WNT1,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,AIS,normal,WNT1,Non-classical monocytes,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Pericytes,other,False,0,,
AT2,AT2,AIS,normal,WNT1,Plasma cells,other,False,0,,
AT2,AT2,AIS,normal,WNT1,NK cells,other,False,0,,
