annotation	group	category	omitted_source	remaining_sources	remaining_cells	equal_source	cell_pooled	equal_change_pp	pooled_change_pp
clusterK12	Hopx_12wk14d	07	BQ1920_B0308	1	361	0.0110803324099723	0.0110803324099723	0.46310752958952406	0.5591858205801058
clusterK12	Hopx_12wk14d	08	BP1479_B0309	1	550	0.03636363636363636	0.03636363636363636	-2.6139511458071016	-2.071649535974454
clusterK12	Hopx_12wk14d	08	BQ1920_B0308	1	361	0.0886426592797784	0.0886426592797784	2.6139511458071016	3.1562527556397493
clusterK12	Hopx_12wk14d	09	BP1479_B0309	1	550	0.06181818181818182	0.06181818181818182	-0.23319063208259924	-0.18481189502045706
clusterK12	Hopx_12wk14d	09	BQ1920_B0308	1	361	0.0664819944598338	0.0664819944598338	0.23319063208259855	0.28156936914474073
clusterK12	Hopx_12wk14d	10	BP1479_B0309	1	550	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	10	BQ1920_B0308	1	361	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	11	BP1479_B0309	1	550	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	11	BQ1920_B0308	1	361	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	12	BP1479_B0309	1	550	0.0018181818181818182	0.0018181818181818182	-0.04759506421556283	-0.03772078634866781
clusterK12	Hopx_12wk14d	12	BQ1920_B0308	1	361	0.002770083102493075	0.002770083102493075	0.04759506421556283	0.05746934208245785
clusterK12_stringent	6wk_3d	01	BO1535_B0302	4	510	0.006103596012180889	0.00784313725490196	-0.1410859744932243	-0.0689285953289166
clusterK12_stringent	6wk_3d	01	BO1540_B0303	4	440	0.007680740929268128	0.00909090909090909	0.01662851721549955	0.05584858827179639
clusterK12_stringent	6wk_3d	01	BR1128_B0307	4	558	0.009393069696391415	0.008960573476702509	0.1878613939278283	0.042815026851138194
clusterK12_stringent	6wk_3d	01	BR1615_B0304	4	428	0.0078107912153787575	0.009345794392523364	0.02963354582656251	0.08133711843322372
clusterK12_stringent	6wk_3d	01	BS1265_B0305	4	408	0.006584080932346472	0.007352941176470588	-0.09303748247666607	-0.11794820317205384
clusterK12_stringent	6wk_3d	02	BO1535_B0302	4	510	0.005006936015259233	0.0058823529411764705	0.10013872030518464	0.07628990162617949
clusterK12_stringent	6wk_3d	02	BO1540_B0303	4	440	0.0015822784810126582	0.0022727272727272726	-0.24232703311947287	-0.2846726652187403
clusterK12_stringent	6wk_3d	02	BR1128_B0307	4	558	0.005006936015259233	0.005376344086021506	0.10013872030518464	0.02568901611068302
clusterK12_stringent	6wk_3d	02	BR1615_B0304	4	428	0.003424657534246575	0.004672897196261682	-0.05808912779608115	-0.04465567286529937
clusterK12_stringent	6wk_3d	02	BS1265_B0305	4	408	0.005006936015259233	0.007352941176470588	0.10013872030518464	0.22334872515559126
clusterK12_stringent	6wk_3d	03	BO1535_B0302	4	510	0.006151329825060447	0.00784313725490196	0.12302659650120897	0.10171986883490595
clusterK12_stringent	6wk_3d	03	BO1540_B0303	4	440	0.006151329825060447	0.00909090909090909	0.12302659650120897	0.22649705243561893
clusterK12_stringent	6wk_3d	03	BR1128_B0307	4	558	0.006151329825060447	0.007168458781362007	0.12302659650120897	0.03425202148091061
clusterK12_stringent	6wk_3d	03	BR1615_B0304	4	428	0.0014044943820224719	0.002336448598130841	-0.3516569478025885	-0.44894899684220607
clusterK12_stringent	6wk_3d	03	BS1265_B0305	4	408	0.004746835443037975	0.007352941176470588	-0.01742284170103822	0.05270026099176871
clusterK12_stringent	6wk_3d	04	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	04	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	04	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	04	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	04	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	05	BO1535_B0302	4	510	0.944696081040046	0.9392156862745098	1.2623426734324927	0.7475071940038824
clusterK12_stringent	6wk_3d	05	BO1540_B0303	4	440	0.9287894480191375	0.9272727272727272	-0.32832062865835177	-0.4467887061743725
clusterK12_stringent	6wk_3d	05	BR1128_B0307	4	558	0.9240193893107227	0.9301075268817204	-0.8053264994998366	-0.16330874527505923
clusterK12_stringent	6wk_3d	05	BR1615_B0304	4	428	0.9309136026922779	0.9299065420560748	-0.11590516134432072	-0.18340722783961594
clusterK12_stringent	6wk_3d	05	BS1265_B0305	4	408	0.9319447504664209	0.9313725490196079	-0.012790383930016969	-0.036806531486310856
clusterK12_stringent	6wk_3d	06	BO1535_B0302	4	510	0.0	0.0	-0.5263157894736842	-0.3412969283276451
clusterK12_stringent	6wk_3d	06	BO1540_B0303	4	440	0.006578947368421052	0.004545454545454545	0.13157894736842102	0.11324852621780947
clusterK12_stringent	6wk_3d	06	BR1128_B0307	4	558	0.006578947368421052	0.0035842293906810036	0.13157894736842102	0.017126010740455305
clusterK12_stringent	6wk_3d	06	BR1615_B0304	4	428	0.006578947368421052	0.004672897196261682	0.13157894736842102	0.12599279129852314
clusterK12_stringent	6wk_3d	06	BS1265_B0305	4	408	0.006578947368421052	0.004901960784313725	0.13157894736842102	0.14889915010372748
clusterK12_stringent	6wk_3d	07	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	07	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	07	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	07	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	07	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	08	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	08	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	08	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	08	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	08	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	09	BO1535_B0302	4	510	0.0	0.0	-0.5263157894736842	-0.3412969283276451
clusterK12_stringent	6wk_3d	09	BO1540_B0303	4	440	0.006578947368421052	0.004545454545454545	0.13157894736842102	0.11324852621780947
clusterK12_stringent	6wk_3d	09	BR1128_B0307	4	558	0.006578947368421052	0.0035842293906810036	0.13157894736842102	0.017126010740455305
clusterK12_stringent	6wk_3d	09	BR1615_B0304	4	428	0.006578947368421052	0.004672897196261682	0.13157894736842102	0.12599279129852314
clusterK12_stringent	6wk_3d	09	BS1265_B0305	4	408	0.006578947368421052	0.004901960784313725	0.13157894736842102	0.14889915010372748
clusterK12_stringent	6wk_3d	11	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	11	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	11	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	11	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	11	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	12	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	12	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	12	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	12	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	12	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12_stringent	6wk_3d	other	BO1535_B0302	4	510	0.038042057107453404	0.0392156862745098	-0.2917904367983004	-0.17399451248076014
clusterK12_stringent	6wk_3d	other	BO1540_B0303	4	440	0.04263830800867907	0.04318181818181818	0.16783465332426625	0.22261867825007775
clusterK12_stringent	6wk_3d	other	BR1128_B0307	4	558	0.04227138041572408	0.04121863799283154	0.1311418940287669	0.02630065935141368
clusterK12_stringent	6wk_3d	other	BR1615_B0304	4	428	0.04328855943923222	0.04439252336448598	0.23285979637958087	0.3436891965168575
clusterK12_stringent	6wk_3d	other	BS1265_B0305	4	408	0.038559502406093266	0.03676470588235294	-0.2400459069343143	-0.4190925516964462
clusterK12_stringent	8wk	01	BH1065_B0301_GFP+	3	604	0.11759516222975981	0.12417218543046357	0.5848065919758783	0.5573802681137427
clusterK12_stringent	8wk	01	BH1094_B0302_GFP+	3	366	0.10466988727858294	0.10382513661202186	-0.7077209031418091	-1.4773246137304283
clusterK12_stringent	8wk	01	BH1129_B0303_GFP+	3	652	0.11195909137629767	0.1196319018404908	0.021199506629664133	0.10335190911646558
clusterK12_stringent	8wk	01	BH1290_B0304_GFP+	3	604	0.1127642443553637	0.12086092715231789	0.10171480453626675	0.22625444029917424
clusterK12_stringent	8wk	02	BH1065_B0301_GFP+	3	604	0.19602734093945937	0.18874172185430463	3.2702487408777903	2.2973527784223764
clusterK12_stringent	8wk	02	BH1094_B0302_GFP+	3	366	0.16280193236714977	0.16666666666666666	-0.05229211635316977	0.0898472596585792
clusterK12_stringent	8wk	02	BH1129_B0303_GFP+	3	652	0.1733220269297975	0.17024539877300612	0.9997173399116044	0.4477204702925258
clusterK12_stringent	8wk	02	BH1290_B0304_GFP+	3	604	0.12114811388631924	0.13741721854304637	-4.217673964436222	-2.83509755270345
clusterK12_stringent	8wk	03	BH1065_B0301_GFP+	3	604	0.03770342960907253	0.05132450331125828	-0.5066896220920276	-0.12361435890112654
clusterK12_stringent	8wk	03	BH1094_B0302_GFP+	3	366	0.03397745571658615	0.03551912568306011	-0.879287011340666	-1.7041521217209434
clusterK12_stringent	8wk	03	BH1129_B0303_GFP+	3	652	0.04961969369924967	0.05674846625766871	0.6849367869256863	0.41878193573991684
clusterK12_stringent	8wk	03	BH1290_B0304_GFP+	3	604	0.04978072429506287	0.059602649006622516	0.701039846507006	0.7042002106352974
clusterK12_stringent	8wk	04	BH1065_B0301_GFP+	3	604	0.018928803919553226	0.02152317880794702	-1.70069294548943	-1.2169543564020633
clusterK12_stringent	8wk	04	BH1094_B0302_GFP+	3	366	0.03993558776167472	0.04371584699453552	0.3999854387227192	1.0023124622567867
clusterK12_stringent	8wk	04	BH1129_B0303_GFP+	3	652	0.04421060746222633	0.03680981595092025	0.8274874087778806	0.31170935789525955
clusterK12_stringent	8wk	04	BH1290_B0304_GFP+	3	604	0.040667934354335834	0.03642384105960265	0.4732200979888308	0.2731118687634995
clusterK12_stringent	8wk	05	BH1065_B0301_GFP+	3	604	0.22687583513207935	0.21026490066225165	-0.8498432521327981	-0.9411649202977462
clusterK12_stringent	8wk	05	BH1094_B0302_GFP+	3	366	0.24734299516908212	0.24043715846994534	1.1968727515674793	2.0760608604716237
clusterK12_stringent	8wk	05	BH1129_B0303_GFP+	3	652	0.2138323568712098	0.2085889570552147	-2.1541910782197524	-1.1087592810014395
clusterK12_stringent	8wk	05	BH1290_B0304_GFP+	3	604	0.25344588344125807	0.22847682119205298	1.8071615787850743	0.8800271326823872
clusterK12_stringent	8wk	06	BH1065_B0301_GFP+	3	604	0.0008865248226950354	0.0016556291390728477	0.022163120567375887	0.03079202441941414
clusterK12_stringent	8wk	06	BH1094_B0302_GFP+	3	366	0.0	0.0	-0.06648936170212766	-0.13477088948787064
clusterK12_stringent	8wk	06	BH1129_B0303_GFP+	3	652	0.0008865248226950354	0.0015337423312883436	0.022163120567375887	0.01860334364096373
clusterK12_stringent	8wk	06	BH1290_B0304_GFP+	3	604	0.0008865248226950354	0.0016556291390728477	0.022163120567375887	0.03079202441941414
clusterK12_stringent	8wk	07	BH1065_B0301_GFP+	3	604	0.0017730496453900709	0.0033112582781456954	-0.1368331791551033	-0.07318684064904235
clusterK12_stringent	8wk	07	BH1094_B0302_GFP+	3	366	0.0024154589371980675	0.00273224043715847	-0.07259224997430364	-0.1310886247477649
clusterK12_stringent	8wk	07	BH1129_B0303_GFP+	3	652	0.004188508582588139	0.004601226993865031	0.10471271456470349	0.05581003092289122
clusterK12_stringent	8wk	07	BH1290_B0304_GFP+	3	604	0.004188508582588139	0.004966887417218543	0.10471271456470349	0.09237607325824244
clusterK12_stringent	8wk	08	BH1065_B0301_GFP+	3	604	0.1247430362832768	0.10264900662251655	1.4881411244732259	0.696167508612841
clusterK12_stringent	8wk	08	BH1094_B0302_GFP+	3	366	0.12077294685990338	0.11475409836065574	1.091132182135883	1.9066766824267598
clusterK12_stringent	8wk	08	BH1129_B0303_GFP+	3	652	0.09092661116250385	0.08588957055214724	-1.8935013876040698	-0.97977609842409
clusterK12_stringent	8wk	08	BH1290_B0304_GFP+	3	604	0.10300390584849418	0.08774834437086093	-0.6857719190050362	-0.7938987165527212
clusterK12_stringent	8wk	09	BH1065_B0301_GFP+	3	604	0.003301983759893103	0.0033112582781456954	0.08254959399732757	0.06158404883882828
clusterK12_stringent	8wk	09	BH1094_B0302_GFP+	3	366	0.0024154589371980675	0.00273224043715847	-0.00610288827217597	0.00368226474010574
clusterK12_stringent	8wk	09	BH1129_B0303_GFP+	3	652	0.003301983759893103	0.003067484662576687	0.08254959399732757	0.03720668728192746
clusterK12_stringent	8wk	09	BH1290_B0304_GFP+	3	604	0.0008865248226950354	0.0016556291390728477	-0.15899629972247917	-0.10397886506845648
clusterK12_stringent	8wk	11	BH1065_B0301_GFP+	3	604	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	11	BH1094_B0302_GFP+	3	366	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	11	BH1129_B0303_GFP+	3	652	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	11	BH1290_B0304_GFP+	3	604	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	12	BH1065_B0301_GFP+	3	604	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	12	BH1094_B0302_GFP+	3	366	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	12	BH1129_B0303_GFP+	3	652	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	12	BH1290_B0304_GFP+	3	604	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	other	BH1065_B0301_GFP+	3	604	0.2721648336588207	0.29304635761589404	-2.2538501730222316	-1.2883561521572273
clusterK12_stringent	8wk	other	BH1094_B0302_GFP+	3	366	0.2856682769726248	0.2896174863387978	-0.9035058416418218	-1.6312432798668508
clusterK12_stringent	8wk	other	BH1129_B0303_GFP+	3	652	0.3077525953335389	0.3128834355828221	1.304925994449585	0.6953516445355801
clusterK12_stringent	8wk	other	BH1290_B0304_GFP+	3	604	0.3132276355911878	0.3211920529801324	1.8524300202144794	1.5262133842666115
clusterK12_stringent	12wk_3d	01	BL1121_B0304	5	820	0.03146540097336841	0.02195121951219512	0.23202568873742674	0.028645326362043352
clusterK12_stringent	12wk_3d	01	BL1124_B0305	5	810	0.0319890982763273	0.022222222222222223	0.28439541903331583	0.055745597364753596
clusterK12_stringent	12wk_3d	01	BL1233_B0306	5	819	0.01773279359284815	0.017094017094017096	-1.1412350493145995	-0.4570749154557591
clusterK12_stringent	12wk_3d	01	BL1237_B0302	5	638	0.03413735281951097	0.02821316614420063	0.4992208733516825	0.6548399895625941
clusterK12_stringent	12wk_3d	01	BL1606_B0303	5	523	0.030454398891893542	0.021032504780114723	0.13092548058993986	-0.06322614684599638
clusterK12_stringent	12wk_3d	01	BL1646_B0301	5	775	0.029091819962016506	0.02064516129032258	-0.005332412397763761	-0.10196049582521065
clusterK12_stringent	12wk_3d	02	BL1121_B0304	5	820	0.04048349828598176	0.02804878048780488	0.3823273106143159	0.06827599632894844
clusterK12_stringent	12wk_3d	02	BL1124_B0305	5	810	0.043992270215806324	0.02962962962962963	0.7332045035967725	0.22636091051142365
clusterK12_stringent	12wk_3d	02	BL1233_B0306	5	819	0.0164060633192546	0.019536019536019536	-2.0254161860584	-0.7830000988495858
clusterK12_stringent	12wk_3d	02	BL1237_B0302	5	638	0.03897134971371427	0.02821316614420063	0.23111245338756706	0.08471456196852342
clusterK12_stringent	12wk_3d	02	BL1606_B0303	5	523	0.040037467955919316	0.032504780114722756	0.3377242776080716	0.5138759590207362
clusterK12_stringent	12wk_3d	02	BL1646_B0301	5	775	0.04007070158835534	0.02838709677419355	0.3410476408516737	0.10210762496781559
clusterK12_stringent	12wk_3d	03	BL1121_B0304	5	820	0.05067193220253963	0.05975609756097561	0.25973688173823384	0.1603303946380398
clusterK12_stringent	12wk_3d	03	BL1124_B0305	5	810	0.04574917755472606	0.05802469135802469	-0.232538583043123	-0.012810225657051977
clusterK12_stringent	12wk_3d	03	BL1233_B0306	5	819	0.04734464847598185	0.05860805860805861	-0.07299149091754414	0.04552649934633987
clusterK12_stringent	12wk_3d	03	BL1237_B0302	5	638	0.04764763505800464	0.061128526645768025	-0.04269283271526453	0.2975733031172816
clusterK12_stringent	12wk_3d	03	BL1606_B0303	5	523	0.041305295271228296	0.04206500956022945	-0.6769268113928993	-1.6087784054365764
clusterK12_stringent	12wk_3d	03	BL1646_B0301	5	775	0.055728691748463254	0.06451612903225806	0.7654128363305965	0.6363335417662853
clusterK12_stringent	12wk_3d	04	BL1121_B0304	5	820	0.0016736401673640166	0.0024390243902439024	0.027894002789400275	0.01585226798676196
clusterK12_stringent	12wk_3d	04	BL1124_B0305	5	810	0.0016736401673640166	0.0024691358024691358	0.027894002789400275	0.018863409209285288
clusterK12_stringent	12wk_3d	04	BL1233_B0306	5	819	0.0016736401673640166	0.002442002442002442	0.027894002789400275	0.016150073162615915
clusterK12_stringent	12wk_3d	04	BL1237_B0302	5	638	0.0	0.0	-0.1394700139470014	-0.22805017103762829
clusterK12_stringent	12wk_3d	04	BL1606_B0303	5	523	0.0016736401673640166	0.0038240917782026767	0.027894002789400275	0.1543590067826394
clusterK12_stringent	12wk_3d	04	BL1646_B0301	5	775	0.0016736401673640166	0.0025806451612903226	0.027894002789400275	0.030014345091403972
clusterK12_stringent	12wk_3d	05	BL1121_B0304	5	820	0.5849904140804598	0.5756097560975609	-0.7764755547993496	-0.36376783380148714
clusterK12_stringent	12wk_3d	05	BL1124_B0305	5	810	0.5590673975839947	0.5641975308641975	-3.368777204445861	-1.5049903571378254
clusterK12_stringent	12wk_3d	05	BL1233_B0306	5	819	0.6388924104506957	0.5946275946275946	4.613724082224236	1.5380160192018821
clusterK12_stringent	12wk_3d	05	BL1237_B0302	5	638	0.5598417684077004	0.512539184952978	-3.2913401220752925	-6.67082494825978
clusterK12_stringent	12wk_3d	05	BL1606_B0303	5	523	0.6220406668309801	0.6692160611854685	2.9285497202526822	8.99686267498927
clusterK12_stringent	12wk_3d	05	BL1646_B0301	5	775	0.5916983604168891	0.5767741935483871	-0.1056809211564258	-0.2473240887188699
clusterK12_stringent	12wk_3d	06	BL1121_B0304	5	820	0.0030754320024584544	0.004878048780487805	-0.2411404607777392	-0.08232054954529022
clusterK12_stringent	12wk_3d	06	BL1124_B0305	5	810	0.006584203932283016	0.006172839506172839	0.10973673220471694	0.0471585230232132
clusterK12_stringent	12wk_3d	06	BL1233_B0306	5	819	0.006584203932283016	0.006105006105006105	0.10973673220471694	0.04037518290653978
clusterK12_stringent	12wk_3d	06	BL1237_B0302	5	638	0.004073743681236991	0.003134796238244514	-0.14130929289988556	-0.2566458037696193
clusterK12_stringent	12wk_3d	06	BL1606_B0303	5	523	0.006019232180870586	0.0076481835564053535	0.05323955706347397	0.19469292804646463
clusterK12_stringent	12wk_3d	06	BL1646_B0301	5	775	0.006584203932283016	0.0064516129032258064	0.10973673220471694	0.07503586272850993
clusterK12_stringent	12wk_3d	07	BL1121_B0304	5	820	0.008591466978375218	0.006097560975609756	0.14319111630625359	0.03963066996690492
clusterK12_stringent	12wk_3d	07	BL1124_B0305	5	810	0.008591466978375218	0.006172839506172839	0.14319111630625359	0.0471585230232132
clusterK12_stringent	12wk_3d	07	BL1233_B0306	5	819	0.001694915254237288	0.003663003663003663	-0.5464640561075395	-0.20382506129370442
clusterK12_stringent	12wk_3d	07	BL1237_B0302	5	638	0.008591466978375218	0.007836990595611285	0.14319111630625359	0.21357363196705775
clusterK12_stringent	12wk_3d	07	BL1606_B0303	5	523	0.006896551724137931	0.0038240917782026767	-0.026300409117475162	-0.18771624977380305
clusterK12_stringent	12wk_3d	07	BL1646_B0301	5	775	0.008591466978375218	0.0064516129032258064	0.14319111630625359	0.07503586272850993
clusterK12_stringent	12wk_3d	08	BL1121_B0304	5	820	0.03635747222270893	0.036585365853658534	0.6059578703784821	0.23778401980142916
clusterK12_stringent	12wk_3d	08	BL1124_B0305	5	810	0.03337239759584326	0.03580246913580247	0.3074504076919154	0.1594943480158227
clusterK12_stringent	12wk_3d	08	BL1233_B0306	5	819	0.026012644636502037	0.03296703296703297	-0.42852488824220714	-0.12404926886112749
clusterK12_stringent	12wk_3d	08	BL1237_B0302	5	638	0.03217337180429889	0.03918495297805643	0.18754782853747826	0.4977427322412187
clusterK12_stringent	12wk_3d	08	BL1606_B0303	5	523	0.02731792420011006	0.02676864244741874	-0.2979969318814047	-0.7438883208225503
clusterK12_stringent	12wk_3d	08	BL1646_B0301	5	775	0.026553550654081482	0.03225806451612903	-0.3744342864842626	-0.19494611395152114
clusterK12_stringent	12wk_3d	09	BL1121_B0304	5	820	0.06825040018148638	0.09024390243902439	-0.6168792952208402	-0.0976165976026927
clusterK12_stringent	12wk_3d	09	BL1124_B0305	5	810	0.08631795713356807	0.09753086419753086	1.1898763999873287	0.6310795782479548
clusterK12_stringent	12wk_3d	09	BL1233_B0306	5	819	0.07550992831215789	0.0927960927960928	0.10907351784631009	0.15760243810414853
clusterK12_stringent	12wk_3d	09	BL1237_B0302	5	638	0.08093483092361367	0.109717868338558	0.6515637789918884	1.8497799923506684
clusterK12_stringent	12wk_3d	09	BL1606_B0303	5	523	0.05992450068698742	0.05353728489483748	-1.449469244670737	-3.7682783520213836
clusterK12_stringent	12wk_3d	09	BL1646_B0301	5	775	0.07557754156435531	0.09419354838709677	0.11583484306605246	0.2973479972045459
clusterK12_stringent	12wk_3d	11	BL1121_B0304	5	820	0.0030907278165503487	0.003658536585365854	0.05151213027583912	0.023778401980142957
clusterK12_stringent	12wk_3d	11	BL1124_B0305	5	810	0.0030907278165503487	0.003703703703703704	0.05151213027583912	0.028295113813927956
clusterK12_stringent	12wk_3d	11	BL1233_B0306	5	819	0.0030907278165503487	0.003663003663003663	0.05151213027583912	0.024225109743923872
clusterK12_stringent	12wk_3d	11	BL1237_B0302	5	638	0.0030907278165503487	0.004702194357366771	0.05151213027583912	0.1281441791802347
clusterK12_stringent	12wk_3d	11	BL1606_B0303	5	523	0.00196078431372549	0.0019120458891013384	-0.06148222000664674	-0.1508706676463086
clusterK12_stringent	12wk_3d	11	BL1646_B0301	5	775	0.0011299435028248588	0.0025806451612903226	-0.14456630109670987	-0.08401074042741016
clusterK12_stringent	12wk_3d	12	BL1121_B0304	5	820	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	12	BL1124_B0305	5	810	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	12	BL1233_B0306	5	819	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	12	BL1237_B0302	5	638	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	12	BL1606_B0303	5	523	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	12	BL1646_B0301	5	775	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	other	BL1121_B0304	5	820	0.17134961508870708	0.17073170731707318	-0.06814969004201588	-0.030592096114803735
clusterK12_stringent	12wk_3d	other	BL1124_B0305	5	810	0.17957166274516162	0.17407407407407408	0.7540550756034381	0.30364457958528546
clusterK12_stringent	12wk_3d	other	BL1233_B0306	5	819	0.16505802404212508	0.1684981684981685	-0.697308794700216	-0.2539459780052711
clusterK12_stringent	12wk_3d	other	BL1237_B0302	5	638	0.19053775279699453	0.20532915360501566	1.8506640807867292	3.4291525326794443
clusterK12_stringent	12wk_3d	other	BL1606_B0303	5	523	0.16236953777678317	0.13766730401529637	-0.9661574212344065	-3.3370324262924855
clusterK12_stringent	12wk_3d	other	BL1646_B0301	5	775	0.1633000794849919	0.16516129032258065	-0.8731032504135344	-0.5876337955640576
clusterK12_stringent	14wk	01	BD1621_B0302_GFP+	2	872	0.029956944472519252	0.027522935779816515	0.15822868129686007	0.027772891806071218
clusterK12_stringent	14wk	01	BF1303_B0301_GFP+	2	180	0.028998484639757544	0.027777777777777776	0.06238269802068923	0.05325709160219731
clusterK12_stringent	14wk	01	BH1066_GFP+	2	930	0.026168543866375155	0.026881720430107527	-0.22061137931754965	-0.03634864316482758
clusterK12_stringent	14wk	02	BD1621_B0302_GFP+	2	872	0.0332214832932425	0.0194954128440367	0.2670466419876349	-0.0686221868375008
clusterK12_stringent	14wk	02	BF1303_B0301_GFP+	2	180	0.03719520595123295	0.03333333333333333	0.6644189077866794	1.3151698620921626
clusterK12_stringent	14wk	02	BH1066_GFP+	2	930	0.021236361375623	0.01827956989247312	-0.9314655497743154	-0.19020648199385876
clusterK12_stringent	14wk	03	BD1621_B0302_GFP+	2	872	0.08327100725677669	0.05619266055045872	0.2546918385312111	-0.23340801155352295
clusterK12_stringent	14wk	03	BF1303_B0301_GFP+	2	180	0.09519217523074804	0.08888888888888889	1.4468086359283454	3.0362148222894945
clusterK12_stringent	14wk	03	BH1066_GFP+	2	930	0.06370908412686899	0.054838709677419356	-1.7015004744595594	-0.3688030988574592
clusterK12_stringent	14wk	04	BD1621_B0302_GFP+	2	872	0.040690505548705305	0.07568807339449542	1.0762381401389163	0.8079597107916198
clusterK12_stringent	14wk	04	BF1303_B0301_GFP+	2	180	0.004201680672268907	0.005555555555555556	-2.5726443475047236	-6.205292073102366
clusterK12_stringent	14wk	04	BH1066_GFP+	2	930	0.04489218622097421	0.07204301075268817	1.4964062073658069	0.4434534466108947
clusterK12_stringent	14wk	05	BD1621_B0302_GFP+	2	872	0.37025732247175114	0.2798165137614679	-5.025036029653113	-2.8962497338431206
clusterK12_stringent	14wk	05	BF1303_B0301_GFP+	2	180	0.49820911971345916	0.5055555555555555	7.77014369451769	19.677654445565647
clusterK12_stringent	14wk	05	BH1066_GFP+	2	930	0.39305660611963655	0.2978494623655914	-2.7451076648645714	-1.0929548734307681
clusterK12_stringent	14wk	06	BD1621_B0302_GFP+	2	872	0.004932182490752158	0.009174311926605505	-0.11570596179285514	0.00925763060202374
clusterK12_stringent	14wk	06	BF1303_B0301_GFP+	2	180	0.004201680672268907	0.005555555555555556	-0.1887561436411802	-0.3526180065029712
clusterK12_stringent	14wk	06	BH1066_GFP+	2	930	0.009133863163021064	0.00967741935483871	0.3044621054340355	0.05956837342534424
clusterK12_stringent	14wk	07	BD1621_B0302_GFP+	2	872	0.006781750924784217	0.01261467889908257	0.22605836415947392	0.15147798072561308
clusterK12_stringent	14wk	07	BF1303_B0301_GFP+	2	180	0.0	0.0	-0.4521167283189477	-1.109989909182644
clusterK12_stringent	14wk	07	BH1066_GFP+	2	930	0.006781750924784217	0.011827956989247311	0.22605836415947392	0.07280578974208726
clusterK12_stringent	14wk	08	BD1621_B0302_GFP+	2	872	0.06226880394574599	0.1158256880733945	1.5154027085556792	1.189026930447422
clusterK12_stringent	14wk	08	BF1303_B0301_GFP+	2	180	0.008403361344537815	0.011111111111111112	-3.871141551565139	-9.282430765780916
