pair,n_donors,median_rank,ligand,receptor,overall_rank,resource
HLA-DMB to CD4,19,704.0,HLA-DMB,CD4,735,consensus
MXRA5 to AXL,13,707.0,MXRA5,AXL,736,consensus
SEMA3E to PLXND1,19,707.0,SEMA3E,PLXND1,737,consensus
COL5A2 to ITGA2_ITGB1,19,716.0,COL5A2,ITGA2_ITGB1,738,consensus
COL14A1 to ITGA2_ITGB1,17,717.0,COL14A1,ITGA2_ITGB1,739,consensus
FRAS1_FREM2_NPNT to ITGA8_ITGB1,19,717.0,FRAS1_FREM2_NPNT,ITGA8_ITGB1,740,consensus
COL19A1 to ITGA2_ITGB1,20,720.5,COL19A1,ITGA2_ITGB1,741,consensus
COL1A2 to ITGA2_ITGB1,17,722.0,COL1A2,ITGA2_ITGB1,742,consensus
ZP3 to MERTK,20,725.5,ZP3,MERTK,743,consensus
FAM3B to LRP5,15,729.0,FAM3B,LRP5,744,consensus
TNFSF14 to TNFRSF14,13,733.0,TNFSF14,TNFRSF14,745,consensus
ANGPTL4 to SDC3,16,736.5,ANGPTL4,SDC3,746,consensus
COL27A1 to ITGA2_ITGB1,19,737.0,COL27A1,ITGA2_ITGB1,747,consensus
COL4A6 to ITGA2_ITGB1,18,738.0,COL4A6,ITGA2_ITGB1,748,consensus
LAMA1 to ITGA2_ITGB1,20,741.5,LAMA1,ITGA2_ITGB1,749,consensus
COL24A1 to ITGA2_ITGB1,20,746.0,COL24A1,ITGA2_ITGB1,750,consensus
ADAMTS3 to CCBE1,18,747.0,ADAMTS3,CCBE1,751,consensus
COL5A1 to ITGA2_ITGB1,15,748.0,COL5A1,ITGA2_ITGB1,752,consensus
WNT7B to FZD6_LRP6,15,751.0,WNT7B,FZD6_LRP6,753,consensus
PTN to PLXNB2,15,756.0,PTN,PLXNB2,754,consensus
WNT7B to FZD6_LRP5,13,761.0,WNT7B,FZD6_LRP5,755,consensus
WNT5B to FZD6_LRP5,14,764.0,WNT5B,FZD6_LRP5,756,consensus
COL26A1 to ITGA2_ITGB1,16,764.0,COL26A1,ITGA2_ITGB1,757,consensus
SCGB3A1 to NOTCH3,14,768.0,SCGB3A1,NOTCH3,758,consensus
WNT7B to FZD1_LRP5,13,771.0,WNT7B,FZD1_LRP5,759,consensus
WNT5A to FZD1,13,772.0,WNT5A,FZD1,760,consensus
FGF13 to FGFR4,14,774.5,FGF13,FGFR4,761,consensus
COL3A1 to ITGA2_ITGB1,18,778.5,COL3A1,ITGA2_ITGB1,762,consensus
WNT7B to FZD1_LRP6,15,780.0,WNT7B,FZD1_LRP6,763,consensus
WNT5B to FZD6_LRP6,16,780.0,WNT5B,FZD6_LRP6,764,consensus
COL7A1 to ITGA2_ITGB1,16,780.5,COL7A1,ITGA2_ITGB1,765,consensus
ADAM10 to CADM1,15,782.0,ADAM10,CADM1,766,consensus
WNT9A to FZD6_LRP6,16,785.0,WNT9A,FZD6_LRP6,767,consensus
COL9A2 to ITGAV_ITGB8,14,786.0,COL9A2,ITGAV_ITGB8,768,consensus
SEMA3B to NRP2_PLXNA4,16,791.5,SEMA3B,NRP2_PLXNA4,769,consensus
WNT9A to FZD6_LRP5,14,793.0,WNT9A,FZD6_LRP5,770,consensus
WNT9A to FZD1_LRP5,14,793.5,WNT9A,FZD1_LRP5,771,consensus
DLL1 to NOTCH3,14,795.0,DLL1,NOTCH3,772,consensus
TNC to CNTN1,13,795.0,TNC,CNTN1,773,consensus
SEMA3F to NRP2_PLXNA2,14,798.0,SEMA3F,NRP2_PLXNA2,774,consensus
WNT5B to FZD1_LRP5,14,799.5,WNT5B,FZD1_LRP5,775,consensus
PSEN1 to NOTCH3,14,800.5,PSEN1,NOTCH3,776,consensus
NECTIN3 to CADM1,15,807.0,NECTIN3,CADM1,777,consensus
LTF to BTN3A2,15,809.0,LTF,BTN3A2,778,consensus
SCGB1A1 to LMBR1L,14,811.5,SCGB1A1,LMBR1L,779,consensus
WNT9A to FZD1_LRP6,16,816.5,WNT9A,FZD1_LRP6,780,consensus
SEMA3C to NRP1_NRP2_PLXND1,16,818.0,SEMA3C,NRP1_NRP2_PLXND1,781,consensus
NTN1 to UNC5B,13,818.0,NTN1,UNC5B,782,consensus
NRG2 to NRP2,20,820.5,NRG2,NRP2,783,consensus
TCTN1 to TMEM67,16,825.0,TCTN1,TMEM67,784,consensus
FSTL5 to SDK2,14,825.5,FSTL5,SDK2,785,consensus
WNT5B to FZD1_LRP6,16,827.5,WNT5B,FZD1_LRP6,786,consensus
SEMA3C to NRP2_PLXNA4,16,842.0,SEMA3C,NRP2_PLXNA4,787,consensus
GNAI2 to UNC5B,13,873.0,GNAI2,UNC5B,788,consensus
WNT2B to FZD6_LRP6,13,891.0,WNT2B,FZD6_LRP6,789,consensus
WNT2B to FZD1_LRP6,13,925.0,WNT2B,FZD1_LRP6,790,consensus
