"comp","label","case","reference","direction","gene"
"AT2","AT2","LUAD","normal","up","NECTIN4"
"AT2","AT2","LUAD","normal","up","KLHDC9"
"AT2","AT2","LUAD","normal","up","PFDN2"
"AT2","AT2","LUAD","normal","up","UFC1"
"AT2","AT2","LUAD","normal","up","B4GALT3"
"AT2","AT2","LUAD","normal","up","NDUFS2"
"AT2","AT2","LUAD","normal","up","TOMM40L"
"AT2","AT2","LUAD","normal","up","DUSP12"
"AT2","AT2","LUAD","normal","up","OLFML2B"
"AT2","AT2","LUAD","normal","up","NOS1AP"
"AT2","AT2","LUAD","normal","up","C1orf226"
"AT2","AT2","LUAD","normal","up","UHMK1"
"AT2","AT2","LUAD","normal","up","TMCO1"
"AT2","AT2","LUAD","normal","up","UCK2"
"AT2","AT2","LUAD","normal","up","MPC2"
"AT2","AT2","LUAD","normal","up","TIPRL"
"AT2","AT2","LUAD","normal","up","SFT2D2"
"AT2","AT2","LUAD","normal","up","ATP1B1"
"AT2","AT2","LUAD","normal","up","SELL"
"AT2","AT2","LUAD","normal","up","METTL18"
"AT2","AT2","LUAD","normal","up","PRRX1"
"AT2","AT2","LUAD","normal","up","EEF1AKNMT"
"AT2","AT2","LUAD","normal","up","RALGPS2"
"AT2","AT2","LUAD","normal","up","FAM20B"
"AT2","AT2","LUAD","normal","up","TOR3A"
"AT2","AT2","LUAD","normal","up","SOAT1"
"AT2","AT2","LUAD","normal","up","XPR1"
"AT2","AT2","LUAD","normal","up","GLUL"
"AT2","AT2","LUAD","normal","up","LAMC2"
"AT2","AT2","LUAD","normal","up","ARPC5"
"AT2","AT2","LUAD","normal","up","HMCN1"
"AT2","AT2","LUAD","normal","up","RGS1"
"AT2","AT2","LUAD","normal","up","RO60"
"AT2","AT2","LUAD","normal","up","ZBTB41"
"AT2","AT2","LUAD","normal","up","INAVA"
"AT2","AT2","LUAD","normal","up","KIF21B"
"AT2","AT2","LUAD","normal","up","TMEM9"
"AT2","AT2","LUAD","normal","up","PHLDA3"
"AT2","AT2","LUAD","normal","up","SHISA4"
"AT2","AT2","LUAD","normal","up","RNPEP"
"AT2","AT2","LUAD","normal","up","ARL8A"
"AT2","AT2","LUAD","normal","up","UBE2T"
"AT2","AT2","LUAD","normal","up","SYT2"
"AT2","AT2","LUAD","normal","up","KLHL12"
"AT2","AT2","LUAD","normal","up","ADIPOR1"
"AT2","AT2","LUAD","normal","up","CYB5R1"
"AT2","AT2","LUAD","normal","up","TMEM183A"
"AT2","AT2","LUAD","normal","up","PPFIA4"
"AT2","AT2","LUAD","normal","up","ADORA1"
"AT2","AT2","LUAD","normal","up","SNRPE"
"AT2","AT2","LUAD","normal","up","ETNK2"
"AT2","AT2","LUAD","normal","up","RBBP5"
"AT2","AT2","LUAD","normal","up","LEMD1"
"AT2","AT2","LUAD","normal","up","MFSD4A"
"AT2","AT2","LUAD","normal","up","SLC45A3"
"AT2","AT2","LUAD","normal","up","NUCKS1"
"AT2","AT2","LUAD","normal","up","RAB29"
"AT2","AT2","LUAD","normal","up","CTSE"
"AT2","AT2","LUAD","normal","up","FCMR"
"AT2","AT2","LUAD","normal","up","PIGR"
"AT2","AT2","LUAD","normal","up","TRAF3IP3"
"AT2","AT2","LUAD","normal","up","UTP25"
"AT2","AT2","LUAD","normal","up","SERTAD4"
"AT2","AT2","LUAD","normal","up","TRAF5"
"AT2","AT2","LUAD","normal","up","SLC30A1"
"AT2","AT2","LUAD","normal","up","LPGAT1"
"AT2","AT2","LUAD","normal","up","DTL"
"AT2","AT2","LUAD","normal","up","PACC1"
"AT2","AT2","LUAD","normal","up","NENF"
"AT2","AT2","LUAD","normal","up","BATF3"
"AT2","AT2","LUAD","normal","up","NSL1"
"AT2","AT2","LUAD","normal","up","SMYD2"
"AT2","AT2","LUAD","normal","up","PTPN14"
"AT2","AT2","LUAD","normal","up","CENPF"
"AT2","AT2","LUAD","normal","up","BPNT1"
"AT2","AT2","LUAD","normal","up","IARS2"
"AT2","AT2","LUAD","normal","up","DUSP10"
"AT2","AT2","LUAD","normal","up","HHIPL2"
"AT2","AT2","LUAD","normal","up","MIA3"
"AT2","AT2","LUAD","normal","up","BROX"
"AT2","AT2","LUAD","normal","up","SUSD4"
"AT2","AT2","LUAD","normal","up","DEGS1"
"AT2","AT2","LUAD","normal","up","CNIH4"
"AT2","AT2","LUAD","normal","up","CNIH3"
"AT2","AT2","LUAD","normal","up","LBR"
"AT2","AT2","LUAD","normal","up","SRP9"
"AT2","AT2","LUAD","normal","up","TMEM63A"
"AT2","AT2","LUAD","normal","up","PYCR2"
"AT2","AT2","LUAD","normal","up","PARP1"
"AT2","AT2","LUAD","normal","up","JMJD4"
"AT2","AT2","LUAD","normal","up","ARF1"
"AT2","AT2","LUAD","normal","up","GUK1"
"AT2","AT2","LUAD","normal","up","TRIM17"
"AT2","AT2","LUAD","normal","up","RNF187"
"AT2","AT2","LUAD","normal","up","RHOU"
"AT2","AT2","LUAD","normal","up","AGT"
"AT2","AT2","LUAD","normal","up","C1orf198"
"AT2","AT2","LUAD","normal","up","C1orf131"
"AT2","AT2","LUAD","normal","up","EXOC8"
"AT2","AT2","LUAD","normal","up","EGLN1"
"AT2","AT2","LUAD","normal","up","TSNAX"
"AT2","AT2","LUAD","normal","up","DISC1"
"AT2","AT2","LUAD","normal","up","SIPA1L2"
"AT2","AT2","LUAD","normal","up","MAP10"
"AT2","AT2","LUAD","normal","up","COA6"
"AT2","AT2","LUAD","normal","up","TOMM20"
"AT2","AT2","LUAD","normal","up","GGPS1"
"AT2","AT2","LUAD","normal","up","GPR137B"
"AT2","AT2","LUAD","normal","up","ERO1B"
"AT2","AT2","LUAD","normal","up","OPN3"
"AT2","AT2","LUAD","normal","up","CHML"
"AT2","AT2","LUAD","normal","up","MAP1LC3C"
"AT2","AT2","LUAD","normal","up","PLD5"
"AT2","AT2","LUAD","normal","up","KIF26B"
"AT2","AT2","LUAD","normal","up","SCCPDH"
"AT2","AT2","LUAD","normal","up","PXDN"
"AT2","AT2","LUAD","normal","up","ADI1"
"AT2","AT2","LUAD","normal","up","MBOAT2"
"AT2","AT2","LUAD","normal","up","ITGB1BP1"
"AT2","AT2","LUAD","normal","up","CPSF3"
"AT2","AT2","LUAD","normal","up","IAH1"
"AT2","AT2","LUAD","normal","up","YWHAQ"
"AT2","AT2","LUAD","normal","up","RRM2"
"AT2","AT2","LUAD","normal","up","PDIA6"
"AT2","AT2","LUAD","normal","up","GREB1"
"AT2","AT2","LUAD","normal","up","DDX1"
"AT2","AT2","LUAD","normal","up","RDH14"
"AT2","AT2","LUAD","normal","up","LAPTM4A"
"AT2","AT2","LUAD","normal","up","SDC1"
"AT2","AT2","LUAD","normal","up","RHOB"
"AT2","AT2","LUAD","normal","up","PTRHD1"
"AT2","AT2","LUAD","normal","up","HADHA"
"AT2","AT2","LUAD","normal","up","HADHB"
"AT2","AT2","LUAD","normal","up","SLC35F6"
"AT2","AT2","LUAD","normal","up","TMEM214"
"AT2","AT2","LUAD","normal","up","CGREF1"
"AT2","AT2","LUAD","normal","up","SLC5A6"
"AT2","AT2","LUAD","normal","up","ATRAID"
"AT2","AT2","LUAD","normal","up","SNX17"
"AT2","AT2","LUAD","normal","up","PPM1G"
"AT2","AT2","LUAD","normal","up","KRTCAP3"
"AT2","AT2","LUAD","normal","up","CCDC121"
"AT2","AT2","LUAD","normal","up","GPN1"
"AT2","AT2","LUAD","normal","up","CLIP4"
"AT2","AT2","LUAD","normal","up","LBH"
"AT2","AT2","LUAD","normal","up","CAPN13"
"AT2","AT2","LUAD","normal","up","GALNT14"
"AT2","AT2","LUAD","normal","up","XDH"
"AT2","AT2","LUAD","normal","up","DPY30"
"AT2","AT2","LUAD","normal","up","SPAST"
"AT2","AT2","LUAD","normal","up","FAM98A"
"AT2","AT2","LUAD","normal","up","EIF2AK2"
"AT2","AT2","LUAD","normal","up","CEBPZOS"
"AT2","AT2","LUAD","normal","up","QPCT"
"AT2","AT2","LUAD","normal","up","CDC42EP3"
"AT2","AT2","LUAD","normal","up","GEMIN6"
"AT2","AT2","LUAD","normal","up","MORN2"
"AT2","AT2","LUAD","normal","up","COX7A2L"
"AT2","AT2","LUAD","normal","up","LRPPRC"
"AT2","AT2","LUAD","normal","up","CALM2"
"AT2","AT2","LUAD","normal","up","EPCAM"
"AT2","AT2","LUAD","normal","up","MSH6"
"AT2","AT2","LUAD","normal","up","ERLEC1"
"AT2","AT2","LUAD","normal","up","CCT4"
"AT2","AT2","LUAD","normal","up","MDH1"
"AT2","AT2","LUAD","normal","up","SLC1A4"
"AT2","AT2","LUAD","normal","up","RAB1A"
"AT2","AT2","LUAD","normal","up","ACTR2"
"AT2","AT2","LUAD","normal","up","GFPT1"
"AT2","AT2","LUAD","normal","up","NFU1"
"AT2","AT2","LUAD","normal","up","SNRPG"
"AT2","AT2","LUAD","normal","up","TGFA"
"AT2","AT2","LUAD","normal","up","TEX261"
"AT2","AT2","LUAD","normal","up","SPR"
"AT2","AT2","LUAD","normal","up","RAB11FIP5"
"AT2","AT2","LUAD","normal","up","SMYD5"
"AT2","AT2","LUAD","normal","up","FBXO41"
"AT2","AT2","LUAD","normal","up","DGUOK"
"AT2","AT2","LUAD","normal","up","MTHFD2"
"AT2","AT2","LUAD","normal","up","WDR54"
"AT2","AT2","LUAD","normal","up","TMSB10"
"AT2","AT2","LUAD","normal","up","CAPG"
"AT2","AT2","LUAD","normal","up","GGCX"
"AT2","AT2","LUAD","normal","up","VAMP8"
"AT2","AT2","LUAD","normal","up","VAMP5"
"AT2","AT2","LUAD","normal","up","RNF181"
"AT2","AT2","LUAD","normal","up","TMEM150A"
"AT2","AT2","LUAD","normal","up","IMMT"
"AT2","AT2","LUAD","normal","up","CHMP3"
"AT2","AT2","LUAD","normal","up","CD8A"
"AT2","AT2","LUAD","normal","up","IGKC"
"AT2","AT2","LUAD","normal","up","PROM2"
"AT2","AT2","LUAD","normal","up","STARD7"
"AT2","AT2","LUAD","normal","up","TMEM127"
"AT2","AT2","LUAD","normal","up","SEMA4C"
"AT2","AT2","LUAD","normal","up","FAM178B"
"AT2","AT2","LUAD","normal","up","COX5B"
"AT2","AT2","LUAD","normal","up","C2orf15"
"AT2","AT2","LUAD","normal","up","CNOT11"
"AT2","AT2","LUAD","normal","up","MFSD9"
"AT2","AT2","LUAD","normal","up","TMEM182"
"AT2","AT2","LUAD","normal","up","FHL2"
"AT2","AT2","LUAD","normal","up","TMEM87B"
"AT2","AT2","LUAD","normal","up","FBLN7"
"AT2","AT2","LUAD","normal","up","POLR1B"
"AT2","AT2","LUAD","normal","up","IL37"
"AT2","AT2","LUAD","normal","up","SLC35F5"
"AT2","AT2","LUAD","normal","up","ACTR3"
"AT2","AT2","LUAD","normal","up","STEAP3"
"AT2","AT2","LUAD","normal","up","TMEM185B"
"AT2","AT2","LUAD","normal","up","INHBB"
"AT2","AT2","LUAD","normal","up","NIFK"
"AT2","AT2","LUAD","normal","up","TSN"
"AT2","AT2","LUAD","normal","up","CYP27C1"
"AT2","AT2","LUAD","normal","up","SFT2D3"
"AT2","AT2","LUAD","normal","up","POLR2D"
"AT2","AT2","LUAD","normal","up","CCDC115"
"AT2","AT2","LUAD","normal","up","IMP4"
"AT2","AT2","LUAD","normal","up","LYPD1"
"AT2","AT2","LUAD","normal","up","MGAT5"
"AT2","AT2","LUAD","normal","up","MCM6"
"AT2","AT2","LUAD","normal","up","CXCR4"
"AT2","AT2","LUAD","normal","up","MMADHC"
"AT2","AT2","LUAD","normal","up","NMI"
"AT2","AT2","LUAD","normal","up","NEB"
"AT2","AT2","LUAD","normal","up","LY75"
"AT2","AT2","LUAD","normal","up","PSMD14"
"AT2","AT2","LUAD","normal","up","DPP4"
"AT2","AT2","LUAD","normal","up","FAP"
"AT2","AT2","LUAD","normal","up","IFIH1"
"AT2","AT2","LUAD","normal","up","STK39"
"AT2","AT2","LUAD","normal","up","CERS6"
"AT2","AT2","LUAD","normal","up","KLHL23"
"AT2","AT2","LUAD","normal","up","METTL5"
"AT2","AT2","LUAD","normal","up","MYO3B"
"AT2","AT2","LUAD","normal","up","GAD1"
"AT2","AT2","LUAD","normal","up","DYNC1I2"
"AT2","AT2","LUAD","normal","up","CDCA7"
"AT2","AT2","LUAD","normal","up","ATP5MC3"
"AT2","AT2","LUAD","normal","up","LNPK"
"AT2","AT2","LUAD","normal","up","HOXD4"
"AT2","AT2","LUAD","normal","up","CERKL"
"AT2","AT2","LUAD","normal","up","ITGAV"
"AT2","AT2","LUAD","normal","up","COL3A1"
"AT2","AT2","LUAD","normal","up","COL5A2"
"AT2","AT2","LUAD","normal","up","SLC40A1"
"AT2","AT2","LUAD","normal","up","HIBCH"
"AT2","AT2","LUAD","normal","up","MFSD6"
"AT2","AT2","LUAD","normal","up","STAT1"
"AT2","AT2","LUAD","normal","up","HSPD1"
"AT2","AT2","LUAD","normal","up","HSPE1"
"AT2","AT2","LUAD","normal","up","SATB2"
"AT2","AT2","LUAD","normal","up","FTCDNL1"
"AT2","AT2","LUAD","normal","up","SPATS2L"
"AT2","AT2","LUAD","normal","up","BZW1"
"AT2","AT2","LUAD","normal","up","NDUFB3"
"AT2","AT2","LUAD","normal","up","C2CD6"
"AT2","AT2","LUAD","normal","up","TMEM237"
"AT2","AT2","LUAD","normal","up","CD28"
"AT2","AT2","LUAD","normal","up","CTLA4"
"AT2","AT2","LUAD","normal","up","EEF1B2"
"AT2","AT2","LUAD","normal","up","METTL21A"
"AT2","AT2","LUAD","normal","up","MAP2"
"AT2","AT2","LUAD","normal","up","ABCA12"
"AT2","AT2","LUAD","normal","up","ATIC"
"AT2","AT2","LUAD","normal","up","IGFBP2"
"AT2","AT2","LUAD","normal","up","IGFBP5"
"AT2","AT2","LUAD","normal","up","TMBIM1"
"AT2","AT2","LUAD","normal","up","VIL1"
"AT2","AT2","LUAD","normal","up","WNT10A"
"AT2","AT2","LUAD","normal","up","RETREG2"
"AT2","AT2","LUAD","normal","up","ABCB6"
"AT2","AT2","LUAD","normal","up","STK16"
"AT2","AT2","LUAD","normal","up","TUBA4A"
"AT2","AT2","LUAD","normal","up","DNAJB2"
"AT2","AT2","LUAD","normal","up","DNPEP"
"AT2","AT2","LUAD","normal","up","SPEG"
"AT2","AT2","LUAD","normal","up","CHPF"
"AT2","AT2","LUAD","normal","up","KCNE4"
"AT2","AT2","LUAD","normal","up","AP1S3"
"AT2","AT2","LUAD","normal","up","DOCK10"
"AT2","AT2","LUAD","normal","up","NYAP2"
"AT2","AT2","LUAD","normal","up","SLC16A14"
"AT2","AT2","LUAD","normal","up","SP110"
"AT2","AT2","LUAD","normal","up","SP140"
"AT2","AT2","LUAD","normal","up","SP140L"
"AT2","AT2","LUAD","normal","up","CAB39"
"AT2","AT2","LUAD","normal","up","ITM2C"
"AT2","AT2","LUAD","normal","up","PSMD1"
"AT2","AT2","LUAD","normal","up","NCL"
"AT2","AT2","LUAD","normal","up","EFHD1"
"AT2","AT2","LUAD","normal","up","ARL4C"
"AT2","AT2","LUAD","normal","up","SH3BP4"
"AT2","AT2","LUAD","normal","up","COPS8"
"AT2","AT2","LUAD","normal","up","COL6A3"
"AT2","AT2","LUAD","normal","up","RAMP1"
"AT2","AT2","LUAD","normal","up","HES6"
"AT2","AT2","LUAD","normal","up","COPS9"
"AT2","AT2","LUAD","normal","up","PPP1R7"
"AT2","AT2","LUAD","normal","up","DTYMK"
"AT2","AT2","LUAD","normal","up","CHL1"
"AT2","AT2","LUAD","normal","up","TADA3"
"AT2","AT2","LUAD","normal","up","ARPC4"
"AT2","AT2","LUAD","normal","up","JAGN1"
"AT2","AT2","LUAD","normal","up","EMC3"
"AT2","AT2","LUAD","normal","up","BRK1"
"AT2","AT2","LUAD","normal","up","SEC13"
"AT2","AT2","LUAD","normal","up","MKRN2OS"
"AT2","AT2","LUAD","normal","up","NUP210"
"AT2","AT2","LUAD","normal","up","EOMES"
"AT2","AT2","LUAD","normal","up","STT3B"
"AT2","AT2","LUAD","normal","up","CMTM6"
"AT2","AT2","LUAD","normal","up","CRTAP"
"AT2","AT2","LUAD","normal","up","MYD88"
"AT2","AT2","LUAD","normal","up","ACKR2"
"AT2","AT2","LUAD","normal","up","KIAA1143"
"AT2","AT2","LUAD","normal","up","CDCP1"
"AT2","AT2","LUAD","normal","up","CXCR6"
"AT2","AT2","LUAD","normal","up","CCR5"
"AT2","AT2","LUAD","normal","up","LTF"
"AT2","AT2","LUAD","normal","up","ELP6"
"AT2","AT2","LUAD","normal","up","CSPG5"
"AT2","AT2","LUAD","normal","up","CCDC51"
"AT2","AT2","LUAD","normal","up","SHISA5"
"AT2","AT2","LUAD","normal","up","UQCRC1"
"AT2","AT2","LUAD","normal","up","CELSR3"
"AT2","AT2","LUAD","normal","up","IMPDH2"
"AT2","AT2","LUAD","normal","up","KLHDC8B"
"AT2","AT2","LUAD","normal","up","RHOA"
"AT2","AT2","LUAD","normal","up","DAG1"
"AT2","AT2","LUAD","normal","up","APEH"
"AT2","AT2","LUAD","normal","up","GNAI2"
"AT2","AT2","LUAD","normal","up","CYB561D2"
"AT2","AT2","LUAD","normal","up","MANF"
"AT2","AT2","LUAD","normal","up","RBM15B"
"AT2","AT2","LUAD","normal","up","TEX264"
"AT2","AT2","LUAD","normal","up","ABHD14B"
"AT2","AT2","LUAD","normal","up","ABHD14A"
"AT2","AT2","LUAD","normal","up","TWF2"
"AT2","AT2","LUAD","normal","up","NT5DC2"
"AT2","AT2","LUAD","normal","up","SPCS1"
"AT2","AT2","LUAD","normal","up","ACTR8"
"AT2","AT2","LUAD","normal","up","SELENOK"
"AT2","AT2","LUAD","normal","up","IL17RD"
"AT2","AT2","LUAD","normal","up","FLNB"
"AT2","AT2","LUAD","normal","up","PDHB"
"AT2","AT2","LUAD","normal","up","C3orf14"
"AT2","AT2","LUAD","normal","up","ARL6IP5"
"AT2","AT2","LUAD","normal","up","GXYLT2"
"AT2","AT2","LUAD","normal","up","CMSS1"
"AT2","AT2","LUAD","normal","up","FILIP1L"
"AT2","AT2","LUAD","normal","up","TOMM70"
"AT2","AT2","LUAD","normal","up","TMEM45A"
"AT2","AT2","LUAD","normal","up","HHLA2"
"AT2","AT2","LUAD","normal","up","ABHD10"
"AT2","AT2","LUAD","normal","up","ATG3"
"AT2","AT2","LUAD","normal","up","SIDT1"
"AT2","AT2","LUAD","normal","up","TIGIT"
"AT2","AT2","LUAD","normal","up","TIMMDC1"
"AT2","AT2","LUAD","normal","up","LRRC58"
"AT2","AT2","LUAD","normal","up","FSTL1"
"AT2","AT2","LUAD","normal","up","HGD"
"AT2","AT2","LUAD","normal","up","HCLS1"
"AT2","AT2","LUAD","normal","up","FAM162A"
"AT2","AT2","LUAD","normal","up","DTX3L"
"AT2","AT2","LUAD","normal","up","ITGB5"
"AT2","AT2","LUAD","normal","up","MUC13"
"AT2","AT2","LUAD","normal","up","ALG1L"
"AT2","AT2","LUAD","normal","up","SLC41A3"
"AT2","AT2","LUAD","normal","up","ALDH1L1"
"AT2","AT2","LUAD","normal","up","MCM2"
"AT2","AT2","LUAD","normal","up","PODXL2"
"AT2","AT2","LUAD","normal","up","SEC61A1"
"AT2","AT2","LUAD","normal","up","RUVBL1"
"AT2","AT2","LUAD","normal","up","RPN1"
"AT2","AT2","LUAD","normal","up","CPNE4"
"AT2","AT2","LUAD","normal","up","SRPRB"
"AT2","AT2","LUAD","normal","up","RAB6B"
"AT2","AT2","LUAD","normal","up","ANAPC13"
"AT2","AT2","LUAD","normal","up","RNF7"
"AT2","AT2","LUAD","normal","up","PLS1"
"AT2","AT2","LUAD","normal","up","CHST2"
"AT2","AT2","LUAD","normal","up","SLC9A9"
"AT2","AT2","LUAD","normal","up","CP"
"AT2","AT2","LUAD","normal","up","PFN2"
"AT2","AT2","LUAD","normal","up","GPR171"
"AT2","AT2","LUAD","normal","up","GPR87"
"AT2","AT2","LUAD","normal","up","P2RY13"
"AT2","AT2","LUAD","normal","up","RAP2B"
"AT2","AT2","LUAD","normal","up","MFSD1"
"AT2","AT2","LUAD","normal","up","EIF5A2"
"AT2","AT2","LUAD","normal","up","TNFSF10"
"AT2","AT2","LUAD","normal","up","ECT2"
"AT2","AT2","LUAD","normal","up","ZMAT3"
"AT2","AT2","LUAD","normal","up","ACTL6A"
"AT2","AT2","LUAD","normal","up","NDUFB5"
"AT2","AT2","LUAD","normal","up","SOX2"
"AT2","AT2","LUAD","normal","up","AP2M1"
"AT2","AT2","LUAD","normal","up","ALG3"
"AT2","AT2","LUAD","normal","up","EEF1AKMT4"
"AT2","AT2","LUAD","normal","up","PSMD2"
"AT2","AT2","LUAD","normal","up","CHRD"
"AT2","AT2","LUAD","normal","up","EPHB3"
"AT2","AT2","LUAD","normal","up","MAGEF1"
"AT2","AT2","LUAD","normal","up","DNAJB11"
"AT2","AT2","LUAD","normal","up","RFC4"
"AT2","AT2","LUAD","normal","up","ST6GAL1"
"AT2","AT2","LUAD","normal","up","RTP4"
"AT2","AT2","LUAD","normal","up","CLDN1"
"AT2","AT2","LUAD","normal","up","HES1"
"AT2","AT2","LUAD","normal","up","XXYLT1"
"AT2","AT2","LUAD","normal","up","APOD"
"AT2","AT2","LUAD","normal","up","MUC20"
"AT2","AT2","LUAD","normal","up","MUC4"
"AT2","AT2","LUAD","normal","up","FBXO45"
"AT2","AT2","LUAD","normal","up","PIGX"
"AT2","AT2","LUAD","normal","up","PAK2"
"AT2","AT2","LUAD","normal","up","NCBP2"
"AT2","AT2","LUAD","normal","up","MELTF"
"AT2","AT2","LUAD","normal","up","BDH1"
"AT2","AT2","LUAD","normal","up","ATP5ME"
"AT2","AT2","LUAD","normal","up","SPON2"
"AT2","AT2","LUAD","normal","up","SLBP"
"AT2","AT2","LUAD","normal","up","TMEM129"
"AT2","AT2","LUAD","normal","up","C4orf48"
"AT2","AT2","LUAD","normal","up","NAT8L"
"AT2","AT2","LUAD","normal","up","ZFYVE28"
"AT2","AT2","LUAD","normal","up","LRPAP1"
"AT2","AT2","LUAD","normal","up","TMEM128"
"AT2","AT2","LUAD","normal","up","PPP2R2C"
"AT2","AT2","LUAD","normal","up","MAN2B2"
"AT2","AT2","LUAD","normal","up","MRFAP1"
"AT2","AT2","LUAD","normal","up","S100P"
"AT2","AT2","LUAD","normal","up","MRFAP1L1"
"AT2","AT2","LUAD","normal","up","BLOC1S4"
"AT2","AT2","LUAD","normal","up","GRPEL1"
"AT2","AT2","LUAD","normal","up","AFAP1"
"AT2","AT2","LUAD","normal","up","HS3ST1"
"AT2","AT2","LUAD","normal","up","PROM1"
"AT2","AT2","LUAD","normal","up","LAP3"
"AT2","AT2","LUAD","normal","up","SMIM20"
"AT2","AT2","LUAD","normal","up","PCDH7"
"AT2","AT2","LUAD","normal","up","FAM114A1"
"AT2","AT2","LUAD","normal","up","TMEM156"
"AT2","AT2","LUAD","normal","up","KLHL5"
"AT2","AT2","LUAD","normal","up","UGDH"
"AT2","AT2","LUAD","normal","up","SMIM14"
"AT2","AT2","LUAD","normal","up","RHOH"
"AT2","AT2","LUAD","normal","up","UCHL1"
"AT2","AT2","LUAD","normal","up","TMEM33"
"AT2","AT2","LUAD","normal","up","SHISA3"
"AT2","AT2","LUAD","normal","up","COMMD8"
"AT2","AT2","LUAD","normal","up","OCIAD2"
"AT2","AT2","LUAD","normal","up","SRD5A3"
"AT2","AT2","LUAD","normal","up","PPAT"
"AT2","AT2","LUAD","normal","up","PAICS"
"AT2","AT2","LUAD","normal","up","HOPX"
"AT2","AT2","LUAD","normal","up","NOA1"
"AT2","AT2","LUAD","normal","up","POLR2B"
"AT2","AT2","LUAD","normal","up","IGFBP7"
"AT2","AT2","LUAD","normal","up","JCHAIN"
"AT2","AT2","LUAD","normal","up","COX18"
"AT2","AT2","LUAD","normal","up","NAAA"
"AT2","AT2","LUAD","normal","up","CXCL9"
"AT2","AT2","LUAD","normal","up","CXCL10"
"AT2","AT2","LUAD","normal","up","CXCL11"
"AT2","AT2","LUAD","normal","up","SCARB2"
"AT2","AT2","LUAD","normal","up","STBD1"
"AT2","AT2","LUAD","normal","up","CCNI"
"AT2","AT2","LUAD","normal","up","CXCL13"
"AT2","AT2","LUAD","normal","up","BMP2K"
"AT2","AT2","LUAD","normal","up","ANTXR2"
"AT2","AT2","LUAD","normal","up","ENOPH1"
"AT2","AT2","LUAD","normal","up","TMEM150C"
"AT2","AT2","LUAD","normal","up","SCD5"
"AT2","AT2","LUAD","normal","up","SPP1"
"AT2","AT2","LUAD","normal","up","HERC6"
"AT2","AT2","LUAD","normal","up","HERC5"
"AT2","AT2","LUAD","normal","up","PYURF"
"AT2","AT2","LUAD","normal","up","TIGD2"
"AT2","AT2","LUAD","normal","up","TSPAN5"
"AT2","AT2","LUAD","normal","up","ADH1C"
"AT2","AT2","LUAD","normal","up","DAPP1"
"AT2","AT2","LUAD","normal","up","DDIT4L"
"AT2","AT2","LUAD","normal","up","CISD2"
"AT2","AT2","LUAD","normal","up","PAPSS1"
"AT2","AT2","LUAD","normal","up","CYP2U1"
"AT2","AT2","LUAD","normal","up","HADH"
"AT2","AT2","LUAD","normal","up","LEF1"
"AT2","AT2","LUAD","normal","up","OSTC"
"AT2","AT2","LUAD","normal","up","MCUB"
"AT2","AT2","LUAD","normal","up","CASP6"
"AT2","AT2","LUAD","normal","up","GAR1"
"AT2","AT2","LUAD","normal","up","UGT8"
"AT2","AT2","LUAD","normal","up","MAD2L1"
"AT2","AT2","LUAD","normal","up","ANXA5"
"AT2","AT2","LUAD","normal","up","HSPA4L"
"AT2","AT2","LUAD","normal","up","PGRMC2"
"AT2","AT2","LUAD","normal","up","NDUFC1"
"AT2","AT2","LUAD","normal","up","MGST2"
"AT2","AT2","LUAD","normal","up","ELMOD2"
"AT2","AT2","LUAD","normal","up","INPP4B"
"AT2","AT2","LUAD","normal","up","EDNRA"
"AT2","AT2","LUAD","normal","up","TMEM184C"
"AT2","AT2","LUAD","normal","up","DCLK2"
"AT2","AT2","LUAD","normal","up","CTSO"
"AT2","AT2","LUAD","normal","up","GLRB"
"AT2","AT2","LUAD","normal","up","PPID"
"AT2","AT2","LUAD","normal","up","CPE"
"AT2","AT2","LUAD","normal","up","DDX60"
"AT2","AT2","LUAD","normal","up","DDX60L"
"AT2","AT2","LUAD","normal","up","CLCN3"
"AT2","AT2","LUAD","normal","up","SAP30"
"AT2","AT2","LUAD","normal","up","HPGD"
"AT2","AT2","LUAD","normal","up","SPCS3"
"AT2","AT2","LUAD","normal","up","AGA"
"AT2","AT2","LUAD","normal","up","TENM3"
"AT2","AT2","LUAD","normal","up","DCTD"
"AT2","AT2","LUAD","normal","up","CASP3"
"AT2","AT2","LUAD","normal","up","CENPU"
