ligand,receptor
CALM1,PLPP6
CALM2,ABCA1
CALM3,ABCA1
CALM3,PLPP6
DUSP18,ITGA1
DUSP18,ITGA2
DUSP18,ITGA7
PIK3CD-AS1,LY6G6C
PIK3CD-AS1,SLC16A4
UBA52,ACVR1
UBA52,AGTR1
UBA52,BMPR1B
UBA52,EGFR
UBA52,ERBB2
UBA52,FSHR
UBA52,NOTCH1
UBA52,TGFBR1
UBA52,TGFBR2
KRTAP4-12,DLK2
NCR3LG1,TMIGD2
