disease,label,gene,donors,mean_of_donor_expression,mean_of_donor_detection,cohort
control,Multiplet,IL1RAP,6,0.9039501782866841,0.31338586074060076,GSE136831
control,Multiplet,IL1RN,6,0.30886896243816453,0.15841452636559664,GSE136831
control,Multiplet,IL6,6,0.37578468458276443,0.1378865043505716,GSE136831
control,Multiplet,ITGA4,6,0.5142107945074667,0.17628998100328372,GSE136831
control,Multiplet,ITGA5,6,0.25039894001704527,0.16995763238117978,GSE136831
control,Multiplet,ITGA9,6,0.33354102727618407,0.17662299094638542,GSE136831
control,Multiplet,ITGAV,6,0.8970800080068836,0.382043509214763,GSE136831
control,Multiplet,ITGB1,6,1.2028130656173126,0.4885634771949756,GSE136831
control,Multiplet,ITGB3,6,0.02898854929063982,0.024937756126594,GSE136831
control,Multiplet,ITGB5,6,0.27716154326208214,0.15851702729378567,GSE136831
control,Multiplet,ITGB6,6,0.41905510121231,0.19771473909470846,GSE136831
control,Multiplet,ITGB8,6,0.7522723570301374,0.26224243192515356,GSE136831
control,Multiplet,KDR,6,0.07986222659262135,0.04961066844476628,GSE136831
control,Multiplet,KLRG2,6,0.0308173283202297,0.02294016548221438,GSE136831
control,Multiplet,LDLR,6,1.336568217227421,0.39944742689391005,GSE136831
control,Multiplet,LGR5,6,0.009597454088602566,0.004841448591448584,GSE136831
control,Multiplet,LPP,6,3.829948177606845,0.7522408849434843,GSE136831
control,Multiplet,LRP1,6,0.650606181206565,0.3270667090200729,GSE136831
control,Multiplet,LRP2,6,0.14531664139825096,0.0723197268915923,GSE136831
control,Multiplet,LRP5,6,0.18950672822544345,0.1137289424636519,GSE136831
control,Multiplet,LRP6,6,0.17374946373689384,0.1029181573447628,GSE136831
control,Multiplet,MCAM,6,0.04893159256663118,0.028184494017827317,GSE136831
control,Multiplet,MUSK,6,0.041880386325617434,0.01665084044288935,GSE136831
control,Multiplet,NLRP3,6,1.021490972010939,0.2539433628692038,GSE136831
control,Multiplet,NOTCH1,6,0.21281613051370898,0.12328501885459069,GSE136831
control,Multiplet,NRP1,6,0.9889511490299036,0.35452932399415577,GSE136831
control,Multiplet,NRP2,6,0.47331407027766215,0.25308262937467824,GSE136831
control,Multiplet,PRLR,6,0.027738430082977685,0.023343375594904615,GSE136831
control,Multiplet,PTK7,6,0.16569908230042274,0.12254946241567033,GSE136831
control,Multiplet,PTPRK,6,0.9492519124091136,0.32524946746659283,GSE136831
control,Multiplet,PYCARD,6,0.6811290203033099,0.3397867056659105,GSE136831
control,Multiplet,RECK,6,0.1862239907151899,0.1019109520179856,GSE136831
control,Multiplet,RET,6,0.00288140760219055,0.0015015015015015,GSE136831
control,Multiplet,ROR1,6,0.3384738377143119,0.1238955245109679,GSE136831
control,Multiplet,ROR2,6,0.0946317468990645,0.059302060907565464,GSE136831
control,Multiplet,RYK,6,0.3748736779222302,0.24099423309285692,GSE136831
control,Multiplet,SDC2,6,1.653023666731487,0.4075518654303058,GSE136831
control,Multiplet,SDC4,6,2.0894649230403703,0.48072986376503196,GSE136831
control,Multiplet,SIGIRR,6,0.30212521138733844,0.2061305363904752,GSE136831
control,Multiplet,SIRPA,6,0.7618484253701374,0.32037768928823973,GSE136831
control,Multiplet,SMO,6,0.004822285470959617,0.003030553489269083,GSE136831
control,Multiplet,SPP1,6,0.8468992725870096,0.0910460422195896,GSE136831
control,Multiplet,TGFB1,6,2.2958205516474397,0.5994122147486062,GSE136831
control,Multiplet,TGFBR1,6,0.4130643669299227,0.1923348495940239,GSE136831
control,Multiplet,TGFBR2,6,2.012930299466417,0.6119353959682706,GSE136831
control,Multiplet,TGFBR3,6,1.2380828882844088,0.29905716222994505,GSE136831
control,Multiplet,TMED5,6,0.9135108706067356,0.4202550721319834,GSE136831
control,Multiplet,TNF,6,0.10921732330181717,0.05873532663288009,GSE136831
control,Multiplet,TYRO3,6,0.014611988969378367,0.014274583670608099,GSE136831
control,Multiplet,VANGL2,6,0.0032790665660986334,0.0038509457469702003,GSE136831
control,Multiplet,VASN,6,0.08811485240380236,0.061944643966815184,GSE136831
control,Multiplet,VEGFA,6,0.6350621919361786,0.29402645273058114,GSE136831
control,Multiplet,WNT1,6,0.0,0.0,GSE136831
control,Multiplet,WNT10A,6,0.01578731331502005,0.00185185185185185,GSE136831
control,Multiplet,WNT10B,6,0.0,0.0,GSE136831
control,Multiplet,WNT11,6,0.00025207754752341665,0.0007645259938837833,GSE136831
control,Multiplet,WNT16,6,0.004535492953658133,0.0014880952380952335,GSE136831
control,Multiplet,WNT2,6,0.013466942416245685,0.0089221364221364,GSE136831
control,Multiplet,WNT2B,6,0.20511120768443694,0.11600865336721601,GSE136831
control,Multiplet,WNT3,6,0.008113986377990733,0.013588943902399534,GSE136831
control,Multiplet,WNT3A,6,0.017305894417153616,0.012878780921594368,GSE136831
control,Multiplet,WNT4,6,0.005388288861077666,0.0052527757114913,GSE136831
control,Multiplet,WNT5A,6,0.015783568281805615,0.022824232598697414,GSE136831
control,Multiplet,WNT5B,6,0.17960085542593562,0.110005317134522,GSE136831
control,Multiplet,WNT6,6,0.0,0.0,GSE136831
control,Multiplet,WNT7A,6,0.005181065772114283,0.0053524472484717004,GSE136831
control,Multiplet,WNT7B,6,0.05606361086390634,0.06091161989862292,GSE136831
control,Multiplet,WNT8A,6,0.002540844068399517,0.0022222222222222166,GSE136831
control,Multiplet,WNT8B,6,0.00282961933957605,0.0037541227334805167,GSE136831
control,Multiplet,WNT9A,6,0.0902644010192667,0.05691087384894722,GSE136831
control,Multiplet,WNT9B,6,0.009980493023610183,0.006827136223160667,GSE136831
control,Multiplet,XCR1,6,0.00503702278954095,0.0037512742099898,GSE136831
control,Myofibroblast,ACKR1,1,0.0,0.0,GSE136831
control,Myofibroblast,ACKR2,1,0.0,0.0,GSE136831
control,Myofibroblast,ACKR3,1,0.0,0.0,GSE136831
control,Myofibroblast,ACKR4,1,0.0,0.0,GSE136831
control,Myofibroblast,ACVR1,1,0.0,0.0,GSE136831
control,Myofibroblast,ACVR1B,1,0.1931543757873815,0.0769230769230769,GSE136831
control,Myofibroblast,ACVR1C,1,0.0,0.0,GSE136831
control,Myofibroblast,ACVRL1,1,0.0,0.0,GSE136831
control,Myofibroblast,ADGRA2,1,0.0153846153846153,0.0192307692307692,GSE136831
control,Myofibroblast,ADRA2A,1,0.0332597184897427,0.0192307692307692,GSE136831
control,Myofibroblast,ADRB2,1,0.0,0.0,GSE136831
control,Myofibroblast,ANTXR1,1,2.540937018238893,0.4038461538461538,GSE136831
control,Myofibroblast,APCDD1,1,0.4297535800045305,0.1153846153846153,GSE136831
control,Myofibroblast,AREG,1,0.3142401026746669,0.0769230769230769,GSE136831
control,Myofibroblast,ATP6AP2,1,1.4965382045959486,0.3076923076923077,GSE136831
control,Myofibroblast,AVPR1A,1,0.0,0.0,GSE136831
control,Myofibroblast,CASP1,1,0.0,0.0,GSE136831
control,Myofibroblast,CAV1,1,1.5661427253859943,0.3269230769230769,GSE136831
control,Myofibroblast,CCL2,1,1.011511633733856,0.0576923076923076,GSE136831
control,Myofibroblast,CCR1,1,0.0,0.0,GSE136831
control,Myofibroblast,CCR10,1,0.0,0.0,GSE136831
control,Myofibroblast,CCR2,1,0.0,0.0,GSE136831
control,Myofibroblast,CCR3,1,0.0,0.0,GSE136831
control,Myofibroblast,CCR4,1,0.0,0.0,GSE136831
control,Myofibroblast,CCR5,1,0.0,0.0,GSE136831
control,Myofibroblast,CD36,1,0.2014161515436265,0.0576923076923076,GSE136831
control,Myofibroblast,CD4,1,0.5461835678127267,0.1538461538461538,GSE136831
control,Myofibroblast,CD44,1,0.9117678043740078,0.2307692307692307,GSE136831
control,Myofibroblast,CD82,1,1.5000243683602998,0.3269230769230769,GSE136831
control,Myofibroblast,CD9,1,0.9855464150858948,0.1153846153846153,GSE136831
control,Myofibroblast,CSF1,1,0.1271035639839341,0.0192307692307692,GSE136831
control,Myofibroblast,CSF1R,1,0.0414832368554293,0.0384615384615384,GSE136831
control,Myofibroblast,CXCL1,1,0.0,0.0,GSE136831
control,Myofibroblast,CXCL12,1,0.1351425614618543,0.0576923076923076,GSE136831
control,Myofibroblast,CXCL2,1,0.2579207678645622,0.0384615384615384,GSE136831
control,Myofibroblast,CXCR1,1,0.0,0.0,GSE136831
control,Myofibroblast,CXCR2,1,0.0,0.0,GSE136831
control,Myofibroblast,CXCR3,1,0.0,0.0,GSE136831
control,Myofibroblast,CXCR4,1,0.0702622185998145,0.0192307692307692,GSE136831
control,Myofibroblast,DPP4,1,0.0,0.0,GSE136831
control,Myofibroblast,EGFR,1,1.8174836755491173,0.3269230769230769,GSE136831
control,Myofibroblast,ENG,1,1.7820488360751283,0.3653846153846153,GSE136831
control,Myofibroblast,EPHA7,1,0.0464848180584221,0.0192307692307692,GSE136831
control,Myofibroblast,EPHB2,1,0.0,0.0,GSE136831
control,Myofibroblast,ERBB2,1,0.118331678801182,0.0384615384615384,GSE136831
control,Myofibroblast,ERBB3,1,0.2185469903347593,0.0384615384615384,GSE136831
control,Myofibroblast,ERBB4,1,0.2048737141336316,0.0384615384615384,GSE136831
control,Myofibroblast,FGF10,1,0.0656116316300553,0.0192307692307692,GSE136831
control,Myofibroblast,FGF7,1,1.117575086813249,0.25,GSE136831
control,Myofibroblast,FGFR1,1,1.206914662976402,0.2115384615384615,GSE136831
control,Myofibroblast,FGFR2,1,0.0151007218145027,0.0192307692307692,GSE136831
control,Myofibroblast,FGFR3,1,0.0,0.0,GSE136831
control,Myofibroblast,FGFR4,1,1.110761746613841,0.25,GSE136831
control,Myofibroblast,FGFRL1,1,0.1818530011803053,0.0384615384615384,GSE136831
control,Myofibroblast,FLT1,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD1,1,0.5564330288528097,0.0961538461538461,GSE136831
control,Myofibroblast,FZD10,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD2,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD3,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD4,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD5,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD6,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD7,1,0.0427350427350427,0.0192307692307692,GSE136831
control,Myofibroblast,FZD8,1,0.0,0.0,GSE136831
control,Myofibroblast,FZD9,1,0.0,0.0,GSE136831
control,Myofibroblast,GPC1,1,0.0844937136677031,0.0192307692307692,GSE136831
control,Myofibroblast,GRIN2B,1,0.0153846153846153,0.0192307692307692,GSE136831
control,Myofibroblast,GRM7,1,0.0427350427350427,0.0192307692307692,GSE136831
control,Myofibroblast,GSDMD,1,0.1106674286580934,0.0384615384615384,GSE136831
control,Myofibroblast,HBEGF,1,0.4398610404238878,0.1153846153846153,GSE136831
control,Myofibroblast,IL1A,1,0.0,0.0,GSE136831
control,Myofibroblast,IL1B,1,0.1120674197597274,0.0192307692307692,GSE136831
control,Myofibroblast,IL1R1,1,1.9824219936991356,0.2884615384615384,GSE136831
control,Myofibroblast,IL1R2,1,0.0332597184897427,0.0192307692307692,GSE136831
control,Myofibroblast,IL1RAP,1,0.0648846648846648,0.0384615384615384,GSE136831
control,Myofibroblast,IL1RN,1,0.0,0.0,GSE136831
control,Myofibroblast,IL6,1,0.5626943762671173,0.0961538461538461,GSE136831
control,Myofibroblast,ITGA4,1,0.0,0.0,GSE136831
control,Myofibroblast,ITGA5,1,0.0151007218145027,0.0192307692307692,GSE136831
control,Myofibroblast,ITGA9,1,0.5728061959868267,0.173076923076923,GSE136831
control,Myofibroblast,ITGAV,1,0.5593075783421344,0.173076923076923,GSE136831
control,Myofibroblast,ITGB1,1,2.353050034223753,0.4423076923076923,GSE136831
control,Myofibroblast,ITGB3,1,0.0615855398729248,0.0384615384615384,GSE136831
control,Myofibroblast,ITGB5,1,1.422013585422369,0.3076923076923077,GSE136831
control,Myofibroblast,ITGB6,1,0.0820423943474203,0.0384615384615384,GSE136831
control,Myofibroblast,ITGB8,1,0.0759947612247854,0.0384615384615384,GSE136831
control,Myofibroblast,KDR,1,0.1148496895305125,0.0384615384615384,GSE136831
control,Myofibroblast,KLRG2,1,0.0,0.0,GSE136831
control,Myofibroblast,LDLR,1,0.5902909995394526,0.1538461538461538,GSE136831
control,Myofibroblast,LGR5,1,0.0,0.0,GSE136831
control,Myofibroblast,LPP,1,11.546632565726885,0.7692307692307693,GSE136831
control,Myofibroblast,LRP1,1,3.733668241304597,0.6346153846153846,GSE136831
control,Myofibroblast,LRP2,1,0.0153846153846153,0.0192307692307692,GSE136831
control,Myofibroblast,LRP5,1,0.1870214901193589,0.0384615384615384,GSE136831
control,Myofibroblast,LRP6,1,0.0461723150798781,0.0192307692307692,GSE136831
control,Myofibroblast,MCAM,1,0.0,0.0,GSE136831
control,Myofibroblast,MUSK,1,1.996780468341642,0.3653846153846153,GSE136831
control,Myofibroblast,NLRP3,1,0.0654998952001676,0.0192307692307692,GSE136831
control,Myofibroblast,NOTCH1,1,0.0332597184897427,0.0192307692307692,GSE136831
control,Myofibroblast,NRP1,1,3.547427750654344,0.5384615384615384,GSE136831
control,Myofibroblast,NRP2,1,1.3810600370680732,0.3076923076923077,GSE136831
control,Myofibroblast,PRLR,1,0.0,0.0,GSE136831
control,Myofibroblast,PTK7,1,0.3826964070563708,0.1153846153846153,GSE136831
control,Myofibroblast,PTPRK,1,1.34985970224827,0.2307692307692307,GSE136831
control,Myofibroblast,PYCARD,1,0.1048648716366685,0.0384615384615384,GSE136831
control,Myofibroblast,RECK,1,0.3757726413657465,0.1346153846153846,GSE136831
control,Myofibroblast,RET,1,0.0,0.0,GSE136831
control,Myofibroblast,ROR1,1,0.8762325226911412,0.173076923076923,GSE136831
control,Myofibroblast,ROR2,1,1.5454059781029843,0.3653846153846153,GSE136831
control,Myofibroblast,RYK,1,0.4959439388932931,0.1538461538461538,GSE136831
control,Myofibroblast,SDC2,1,0.9012660474710676,0.2307692307692307,GSE136831
control,Myofibroblast,SDC4,1,0.1321804810176903,0.0384615384615384,GSE136831
control,Myofibroblast,SIGIRR,1,0.162739982398102,0.0576923076923076,GSE136831
control,Myofibroblast,SIRPA,1,0.3999020808375028,0.1346153846153846,GSE136831
control,Myofibroblast,SMO,1,0.0459077804506307,0.0192307692307692,GSE136831
control,Myofibroblast,SPP1,1,0.0,0.0,GSE136831
control,Myofibroblast,TGFB1,1,0.2489541558570715,0.0769230769230769,GSE136831
control,Myofibroblast,TGFBR1,1,0.1118742551141962,0.0576923076923076,GSE136831
control,Myofibroblast,TGFBR2,1,1.2048867340839096,0.2307692307692307,GSE136831
control,Myofibroblast,TGFBR3,1,5.627836558285543,0.6153846153846154,GSE136831
control,Myofibroblast,TMED5,1,0.3482607200414061,0.1153846153846153,GSE136831
control,Myofibroblast,TNF,1,0.0,0.0,GSE136831
control,Myofibroblast,TYRO3,1,0.1240694789081885,0.0192307692307692,GSE136831
control,Myofibroblast,VANGL2,1,0.0,0.0,GSE136831
control,Myofibroblast,VASN,1,0.4951051881728951,0.1153846153846153,GSE136831
control,Myofibroblast,VEGFA,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT1,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT10A,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT10B,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT11,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT16,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT2,1,0.2995380599847936,0.1153846153846153,GSE136831
control,Myofibroblast,WNT2B,1,0.2135149171908362,0.0384615384615384,GSE136831
control,Myofibroblast,WNT3,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT3A,1,0.0702622185998145,0.0192307692307692,GSE136831
control,Myofibroblast,WNT4,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT5A,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT5B,1,0.0711197086936731,0.0192307692307692,GSE136831
control,Myofibroblast,WNT6,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT7A,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT7B,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT8A,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT8B,1,0.0834306691139663,0.0192307692307692,GSE136831
control,Myofibroblast,WNT9A,1,0.0,0.0,GSE136831
control,Myofibroblast,WNT9B,1,0.0,0.0,GSE136831
control,Myofibroblast,XCR1,1,0.0,0.0,GSE136831
control,NK,ACKR1,15,0.009349545853323668,0.0014690255152682802,GSE136831
control,NK,ACKR2,15,0.0036933508152439667,0.0015121682670100132,GSE136831
control,NK,ACKR3,15,0.03682696511338215,0.009031125324307027,GSE136831
control,NK,ACKR4,15,0.008000970571125787,0.00114065141886212,GSE136831
control,NK,ACVR1,15,0.047210373419364605,0.012428363025252413,GSE136831
control,NK,ACVR1B,15,0.10856855614188274,0.020786679978315705,GSE136831
control,NK,ACVR1C,15,0.015426370664704793,0.00402417769948984,GSE136831
control,NK,ACVRL1,15,0.018004966228332902,0.004508704504464806,GSE136831
control,NK,ADGRA2,15,0.020677592837313467,0.004695929236482594,GSE136831
control,NK,ADRA2A,15,0.0013956928917361,0.0005847953216374266,GSE136831
control,NK,ADRB2,15,0.2453229769751495,0.05537231385482017,GSE136831
control,NK,ANTXR1,15,0.014115784148736632,0.0035381817938952603,GSE136831
control,NK,APCDD1,15,0.007096728408203814,0.0010928961748633867,GSE136831
control,NK,AREG,15,12.743460520537266,0.6478827111667772,GSE136831
control,NK,ATP6AP2,15,0.5826238621260713,0.14037666551318656,GSE136831
control,NK,AVPR1A,15,0.0,0.0,GSE136831
control,NK,CASP1,15,0.2585864118628096,0.06193559551411374,GSE136831
control,NK,CAV1,15,0.02099461921744098,0.00576971816794212,GSE136831
control,NK,CCL2,15,0.06923590477418214,0.013851593347991008,GSE136831
control,NK,CCR1,15,0.01500315170454394,0.005006587395131939,GSE136831
control,NK,CCR10,15,0.008657199134193628,0.00261856226808176,GSE136831
control,NK,CCR2,15,0.0,0.0,GSE136831
control,NK,CCR3,15,0.01660516854395272,0.00382530527769264,GSE136831
control,NK,CCR4,15,0.0,0.0,GSE136831
control,NK,CCR5,15,0.004612999457043927,0.0013698630136986267,GSE136831
control,NK,CD36,15,0.11054896312249118,0.026082849692166912,GSE136831
control,NK,CD4,15,0.04769734723936571,0.011918654481822732,GSE136831
control,NK,CD44,15,2.3037018036888326,0.3238510562089523,GSE136831
control,NK,CD82,15,0.09891643742501027,0.020247460451883966,GSE136831
control,NK,CD9,15,0.17434367272607057,0.03619683847773293,GSE136831
control,NK,CSF1,15,0.020740825431567484,0.00474896324752672,GSE136831
control,NK,CSF1R,15,0.04054508249537262,0.009891572286060194,GSE136831
control,NK,CXCL1,15,0.026005787146537358,0.005997994887519126,GSE136831
control,NK,CXCL12,15,0.0014280716035101999,0.0004938271604938266,GSE136831
control,NK,CXCL2,15,0.24783382553513494,0.047956109816896283,GSE136831
control,NK,CXCR1,15,0.04005175536502933,0.01053571746996406,GSE136831
control,NK,CXCR2,15,0.2086493317421475,0.04198447257725479,GSE136831
control,NK,CXCR3,15,0.03339588469435157,0.00816255645525974,GSE136831
control,NK,CXCR4,15,9.069881427552174,0.68804986171203,GSE136831
control,NK,DPP4,15,0.00546042551441296,0.0008947356764777466,GSE136831
control,NK,EGFR,15,0.0125204934280152,0.002249672217423407,GSE136831
control,NK,ENG,15,0.1354406666906801,0.033988680074485314,GSE136831
control,NK,EPHA7,15,0.02344968634326526,0.005418513914908866,GSE136831
control,NK,EPHB2,15,0.025665057975033958,0.00689781563655348,GSE136831
control,NK,ERBB2,15,0.12802756219546826,0.025414504424106445,GSE136831
control,NK,ERBB3,15,0.022096161572145067,0.005489101716765393,GSE136831
control,NK,ERBB4,15,0.16155798085256112,0.03783757945655,GSE136831
control,NK,FGF10,15,0.007827116900947626,0.0021536921284218,GSE136831
control,NK,FGF7,15,0.012551118640570728,0.0034268790094392865,GSE136831
control,NK,FGFR1,15,0.28258904393483614,0.05482935675398814,GSE136831
control,NK,FGFR2,15,0.024739313036016144,0.005286272857381687,GSE136831
control,NK,FGFR3,15,0.00582320024024728,0.0015969945889260132,GSE136831
control,NK,FGFR4,15,0.0008447308645229066,0.00020898641588296666,GSE136831
control,NK,FGFRL1,15,0.021935795180587914,0.005675146189460921,GSE136831
control,NK,FLT1,15,0.061779158552865934,0.014109408694045554,GSE136831
control,NK,FZD1,15,0.0,0.0,GSE136831
control,NK,FZD10,15,0.0,0.0,GSE136831
control,NK,FZD2,15,0.006166035424408574,0.002239989850395167,GSE136831
control,NK,FZD3,15,0.0526385239012595,0.014180487850019333,GSE136831
control,NK,FZD4,15,0.011322149846073321,0.002421039824814347,GSE136831
control,NK,FZD5,15,0.01631049114991608,0.003093752283204133,GSE136831
control,NK,FZD6,15,0.029064283307626455,0.00695202065446186,GSE136831
control,NK,FZD7,15,0.0030768248974206397,0.0011695906432748532,GSE136831
control,NK,FZD8,15,0.00174792345860912,0.00070622822995558,GSE136831
control,NK,FZD9,15,0.0,0.0,GSE136831
control,NK,GPC1,15,0.0012243481587753265,0.00036429872495446,GSE136831
control,NK,GRIN2B,15,0.03350573393088693,0.008147072766956273,GSE136831
control,NK,GRM7,15,0.06912428134175183,0.015112402114787593,GSE136831
control,NK,GSDMD,15,0.37239224459453657,0.09015180621397857,GSE136831
control,NK,HBEGF,15,0.058505131312174365,0.015847183952503698,GSE136831
control,NK,IL1A,15,0.007731219069781833,0.0029398893241620937,GSE136831
control,NK,IL1B,15,0.11456222032149602,0.025894539127860054,GSE136831
control,NK,IL1R1,15,0.06432801707111085,0.012146679759047646,GSE136831
control,NK,IL1R2,15,0.12944773882077312,0.019032727749237796,GSE136831
control,NK,IL1RAP,15,0.20473922659102695,0.04606897780951656,GSE136831
control,NK,IL1RN,15,0.05800287854173238,0.01344082159390436,GSE136831
control,NK,IL6,15,0.03276575696300764,0.006609917613990447,GSE136831
control,NK,ITGA4,15,1.4933739288726258,0.26427003985320235,GSE136831
control,NK,ITGA5,15,0.09397474487640571,0.02199132490511637,GSE136831
control,NK,ITGA9,15,0.04457627704445865,0.012049172656440465,GSE136831
control,NK,ITGAV,15,0.2955104136123778,0.059322918336510176,GSE136831
control,NK,ITGB1,15,0.9437729422405667,0.185835727210045,GSE136831
control,NK,ITGB3,15,0.009880233685614173,0.00220691041264242,GSE136831
control,NK,ITGB5,15,0.049454321705851755,0.011676705464397573,GSE136831
control,NK,ITGB6,15,0.04805451351095175,0.0102215531396569,GSE136831
control,NK,ITGB8,15,0.03927132749780727,0.008593420080776746,GSE136831
control,NK,KDR,15,0.0007948771755788267,0.00012845215157353333,GSE136831
control,NK,KLRG2,15,0.023902071932879694,0.005448404321563274,GSE136831
control,NK,LDLR,15,0.2673186601270817,0.0538698164795983,GSE136831
control,NK,LGR5,15,0.0057075089536687,0.0010902376364804068,GSE136831
control,NK,LPP,15,4.010100425523228,0.5030866275400755,GSE136831
control,NK,LRP1,15,0.03760084355391755,0.00936945878623884,GSE136831
control,NK,LRP2,15,0.03287163403383061,0.006752323232314233,GSE136831
control,NK,LRP5,15,0.03835060374202946,0.009288951076149446,GSE136831
control,NK,LRP6,15,0.029661587824479117,0.008113817170144094,GSE136831
control,NK,MCAM,15,0.0030333407686339866,0.0007054673721340333,GSE136831
control,NK,MUSK,15,0.021852889954681314,0.00408480168847818,GSE136831
control,NK,NLRP3,15,0.09979822301360877,0.023715701075021425,GSE136831
control,NK,NOTCH1,15,0.2617217428270296,0.056736862901888584,GSE136831
control,NK,NRP1,15,0.09598834716519634,0.02346626502094942,GSE136831
control,NK,NRP2,15,0.0206133242870267,0.0058154675966693,GSE136831
control,NK,PRLR,15,0.009808812868091992,0.0024438332699891667,GSE136831
control,NK,PTK7,15,0.050785690277599,0.01102127244975372,GSE136831
control,NK,PTPRK,15,0.052058189439397946,0.01263769277425348,GSE136831
control,NK,PYCARD,15,0.39774777153647894,0.09740811289399422,GSE136831
control,NK,RECK,15,0.1750506983911509,0.03967151284644491,GSE136831
control,NK,RET,15,0.0003723920454079933,0.00020898641588296666,GSE136831
control,NK,ROR1,15,0.03396185386029747,0.00989946616329874,GSE136831
control,NK,ROR2,15,0.10796776891132856,0.02478423947500884,GSE136831
control,NK,RYK,15,0.6676478454252963,0.1372477543298135,GSE136831
control,NK,SDC2,15,0.09801278726175612,0.024257553070947978,GSE136831
control,NK,SDC4,15,0.14459227644470776,0.028364619541722598,GSE136831
control,NK,SIGIRR,15,0.7941567585880437,0.1719940294771757,GSE136831
control,NK,SIRPA,15,0.07583075862574838,0.018506343911638443,GSE136831
control,NK,SMO,15,0.022236821135032593,0.00493999454760102,GSE136831
control,NK,SPP1,15,0.11154178569920879,0.02066143800444172,GSE136831
control,NK,TGFB1,15,5.099958279647383,0.5457973226852226,GSE136831
control,NK,TGFBR1,15,0.8679459225525291,0.1526039520784888,GSE136831
control,NK,TGFBR2,15,2.0516198427830012,0.3070457057217481,GSE136831
control,NK,TGFBR3,15,4.257813677503564,0.48289444906412093,GSE136831
control,NK,TMED5,15,0.9742498512626344,0.19069934651622106,GSE136831
control,NK,TNF,15,0.17383976240759125,0.03360315075251628,GSE136831
control,NK,TYRO3,15,0.01894954466030518,0.00437475830916422,GSE136831
control,NK,VANGL2,15,0.0018550982738310534,0.0004938271604938266,GSE136831
control,NK,VASN,15,0.03640266372747081,0.007170934766242014,GSE136831
control,NK,VEGFA,15,0.08456786098437012,0.01808590184297349,GSE136831
control,NK,WNT1,15,0.0013266153531848,0.00045662100456620667,GSE136831
control,NK,WNT10A,15,0.0014156669129000265,0.00037131796820984,GSE136831
control,NK,WNT10B,15,0.0051295130294991675,0.0021161336099154004,GSE136831
control,NK,WNT11,15,0.00358730996325976,0.0010030459879056734,GSE136831
control,NK,WNT16,15,0.003996303080828006,0.0007940595720227067,GSE136831
control,NK,WNT2,15,0.00036795231043694666,0.00012845215157353333,GSE136831
control,NK,WNT2B,15,0.02497884489337555,0.00514938568409866,GSE136831
control,NK,WNT3,15,0.018006833978188534,0.003666203022304473,GSE136831
control,NK,WNT3A,15,0.006626255796242513,0.0011860670194003468,GSE136831
control,NK,WNT4,15,0.0028477887244788796,0.0009132420091324201,GSE136831
control,NK,WNT5A,15,0.0,0.0,GSE136831
control,NK,WNT5B,15,0.11029926842338247,0.0235983786177455,GSE136831
control,NK,WNT6,15,0.0,0.0,GSE136831
control,NK,WNT7A,15,0.0,0.0,GSE136831
control,NK,WNT7B,15,0.0008780941843822133,0.00020898641588296666,GSE136831
control,NK,WNT8A,15,0.0,0.0,GSE136831
control,NK,WNT8B,15,0.0128705599725256,0.003394466791689287,GSE136831
control,NK,WNT9A,15,0.0,0.0,GSE136831
control,NK,WNT9B,15,0.009069536657870065,0.0015969945889260132,GSE136831
control,NK,XCR1,15,0.0,0.0,GSE136831
control,T,ACKR1,10,0.0061571600863232,0.0012578660350077001,GSE136831
control,T,ACKR2,10,0.00517663948071661,0.00212441671992928,GSE136831
control,T,ACKR3,10,0.022138120297707307,0.00601966220250927,GSE136831
control,T,ACKR4,10,0.00795238960143898,0.0019301740749207903,GSE136831
control,T,ACVR1,10,0.26382006297251304,0.05908148223968575,GSE136831
control,T,ACVR1B,10,0.06470123972650124,0.016263265479052248,GSE136831
control,T,ACVR1C,10,0.06216915067369706,0.016268282599252882,GSE136831
control,T,ACVRL1,10,0.01563493050029181,0.00314244124232762,GSE136831
control,T,ADGRA2,10,0.04367498685791303,0.00892388690905552,GSE136831
control,T,ADRA2A,10,0.0,0.0,GSE136831
control,T,ADRB2,10,0.09188568871338218,0.02189106907389847,GSE136831
control,T,ANTXR1,10,0.01826960715521017,0.00429561452368433,GSE136831
