cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,1,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.35958005249343833,False,,"external-study, previously analyzed; no neonatal arm",reference,139,381,399,0.9548872180451128,0.29836288449555315,True,,0.06121716799788518,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,1,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.14795918367346939,False,,"external-study, previously analyzed; no neonatal arm",reference,139,196,199,0.9849246231155779,0.10057260314197622,True,,0.047386580531493167,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,1,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.07179487179487179,False,,"external-study, previously analyzed; no neonatal arm",reference,139,195,197,0.9898477157360406,0.058734550820881755,True,,0.013060320973990035,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,1,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.18274111675126903,False,,"external-study, previously analyzed; no neonatal arm",reference,139,197,200,0.985,0.12347076653398095,True,,0.059270350217288076,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,139,5,5,1.0,0.08057553956834532,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,3,3,1.0,0.30935251798561153,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,4,4,1.0,0.3830935251798561,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,139,3,3,1.0,0.045563549160671464,True,Cldn4,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,3,3,1.0,0.02877697841726619,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,8,8,1.0,0.6025179856115108,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,6,6,1.0,0.13309352517985612,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,139,390,400,0.975,0.40051650986902787,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,388,398,0.9748743718592965,0.4017651857895127,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,139,379,400,0.9475,0.25612649721911124,True,Sftpc,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,377,398,0.9472361809045227,0.2544319981680438,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,139,382,400,0.955,0.2965460092658857,True,Krt8,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,381,399,0.9548872180451128,0.296493513850337,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,196,199,0.9849246231155779,0.1008662457788871,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,195,197,0.9898477157360406,0.05622578859988932,True,,,False
GSE262927,EEM-scRNA-126,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,139,197,200,0.985,0.12303253843625607,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,87,5,5,1.0,0.09425287356321839,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,3,3,1.0,0.22988505747126434,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,4,4,1.0,0.2528735632183908,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,87,3,3,1.0,0.022988505747126436,True,Cldn4,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,3,3,1.0,0.01532567049808429,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,8,8,1.0,0.6422413793103448,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,6,6,1.0,0.09770114942528736,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,87,390,400,0.975,0.34801061007957557,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,388,398,0.9748743718592965,0.34870837776987795,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,87,379,400,0.9475,0.2739210869499287,True,Sftpc,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,377,398,0.9472361809045227,0.27238635324247695,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,87,382,400,0.955,0.2675874104832401,True,Krt8,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,381,399,0.9548872180451128,0.2671734998642411,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,196,199,0.9849246231155779,0.08802486511846118,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,195,197,0.9898477157360406,0.05369879162982611,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,87,197,200,0.985,0.10794095338117744,True,,,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.4,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,85,5,5,1.0,0.11294117647058824,True,Cldn4;Krt8,0.2870588235294118,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT1_early_panel,paper_marker_panel,3,3,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,85,3,3,1.0,0.17647058823529413,True,,0.15686274509803919,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT1_late_panel,paper_marker_panel,4,4,1.0,0.5,False,,"external-study, previously analyzed; no neonatal arm",reference,85,4,4,1.0,0.2323529411764706,True,,0.2676470588235294,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.6666666666666666,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,85,3,3,1.0,0.023529411764705882,True,Cldn4,0.6431372549019607,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.0,False,,"external-study, previously analyzed; no neonatal arm",reference,85,3,3,1.0,0.01568627450980392,True,,-0.01568627450980392,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT2_common_panel,repository_marker_panel,8,8,1.0,0.125,False,,"external-study, previously analyzed; no neonatal arm",reference,85,8,8,1.0,0.6676470588235294,True,,-0.5426470588235294,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,85,6,6,1.0,0.07647058823529412,True,,0.2568627450980392,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,ADI_published_400,complete_published_marker_list_400,390,400,0.975,0.5564102564102564,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,85,390,400,0.975,0.3403619909502263,True,Cldn4;Krt8,0.21604826546003014,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,0.5541237113402062,False,,"external-study, previously analyzed; no neonatal arm",reference,85,388,398,0.9748743718592965,0.34078229229836265,True,,0.21334141904184356,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.19261213720316622,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,85,379,400,0.9475,0.2694707434424957,True,Sftpc,-0.0768586062393295,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.19363395225464192,False,,"external-study, previously analyzed; no neonatal arm",reference,85,377,398,0.9472361809045227,0.26784209705102197,True,,-0.07420814479638005,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.337696335078534,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,85,382,400,0.955,0.2537727132737912,True,Krt8,0.08392362180474283,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.3359580052493438,False,,"external-study, previously analyzed; no neonatal arm",reference,85,381,399,0.9548872180451128,0.2530801296896711,True,,0.08287787555967274,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.09183673469387756,False,,"external-study, previously analyzed; no neonatal arm",reference,85,196,199,0.9849246231155779,0.08919567827130849,True,,0.002641056422569066,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.05641025641025641,False,,"external-study, previously analyzed; no neonatal arm",reference,85,195,197,0.9898477157360406,0.05490196078431373,True,,0.0015082956259426794,False
GSE262927,EEM-scRNA-127,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,42.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,1,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.1218274111675127,False,,"external-study, previously analyzed; no neonatal arm",reference,85,197,200,0.985,0.10940579277396237,True,,0.012421618393550327,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,244,5,5,1.0,0.060655737704918035,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,3,3,1.0,0.1680327868852459,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,4,4,1.0,0.1680327868852459,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,244,3,3,1.0,0.01639344262295082,True,Cldn4,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,3,3,1.0,0.00819672131147541,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,8,8,1.0,0.7438524590163934,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,6,6,1.0,0.0471311475409836,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,244,390,400,0.975,0.31248423707440104,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,388,398,0.9748743718592965,0.31337671117120164,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,244,379,400,0.9475,0.28573900255201345,True,Sftpc,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,377,398,0.9472361809045227,0.2841675001087099,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,244,382,400,0.955,0.23173976482705347,True,Krt8,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,381,399,0.9548872180451128,0.2316165397358117,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,196,199,0.9849246231155779,0.07324774171963867,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,195,197,0.9898477157360406,0.04709962168978562,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,244,197,200,0.985,0.09553133061496213,True,,,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.5333333333333334,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,242,5,5,1.0,0.07355371900826446,True,Cldn4;Krt8,0.459779614325069,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_early_panel,paper_marker_panel,3,3,1.0,0.2222222222222222,False,,"external-study, previously analyzed; no neonatal arm",reference,242,3,3,1.0,0.18457300275482094,True,,0.03764921946740127,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_late_panel,paper_marker_panel,4,4,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,242,4,4,1.0,0.16632231404958678,True,,0.16701101928374654,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.5555555555555555,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,242,3,3,1.0,0.01652892561983471,True,Cldn4,0.5390266299357207,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.2222222222222222,False,,"external-study, previously analyzed; no neonatal arm",reference,242,3,3,1.0,0.009641873278236915,True,,0.2125803489439853,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_common_panel,repository_marker_panel,8,8,1.0,0.625,False,,"external-study, previously analyzed; no neonatal arm",reference,242,8,8,1.0,0.734504132231405,True,,-0.10950413223140498,False
