field	value	sample_count
!Sample_description	Library name: 4-1_F04_USP6NL	1
!Sample_description	Library name: 4-1_F05_SH3RF1	1
!Sample_description	Library name: 4-1_F06_CELSR3	1
!Sample_description	Library name: 4-1_F07_SPRY1	1
!Sample_description	Library name: 4-1_F08_ZFP385B	1
!Sample_description	Library name: 4-1_F09_BDNF	1
!Sample_description	Library name: 4-1_F10_ZFP365	1
!Sample_description	Library name: 4-1_F11_NPR1	1
!Sample_description	Library name: 4-1_G02_RNF43	1
!Sample_description	Library name: 4-1_G03_LGR4	1
!Sample_description	Library name: 4-1_G04_DVL1	1
!Sample_description	Library name: 4-1_G05_PDLIM2	1
!Sample_description	Library name: 4-1_G06_USP6NL	1
!Sample_description	Library name: 4-1_G07_SPRY2	1
!Sample_description	Library name: 4-1_G08_LRG1	1
!Sample_description	Library name: 4-1_G09_CSF1R	1
!Sample_description	Library name: 4-1_G10_TDTOMATO	1
!Sample_description	Library name: 4-1_G11_TIGIT	1
!Sample_description	Library name: 4-2_B02_ATF6	1
!Sample_description	Library name: 4-2_B03_CTCF	1
!Sample_description	Library name: 4-2_B04_TIGIT	1
!Sample_description	Library name: 4-2_B05_TDTOMATO	1
!Sample_description	Library name: 4-2_B06_RYK	1
!Sample_description	Library name: 4-2_B07_RNF43	1
!Sample_description	Library name: 4-2_B08_NKD1	1
!Sample_description	Library name: 4-2_B09_SLC34A2	1
!Sample_description	Library name: 4-2_B10_RBPJL	1
!Sample_description	Library name: 4-2_B11_SLC6A14	1
!Sample_description	Library name: 4-2_C02_LAMP2	1
!Sample_description	Library name: 4-2_C03_LGR5	1
!Sample_description	Library name: 4-2_C04_CTNNB1	1
!Sample_description	Library name: 4-2_C05_DVL3	1
!Sample_description	Library name: 4-2_C06_DVL2	1
!Sample_description	Library name: 4-2_C07_SPRY4	1
!Sample_description	Library name: 4-2_C08_NKD2	1
!Sample_description	Library name: 4-2_C09_TIGIT	1
!Sample_description	Library name: 4-2_C10_HOPX	1
!Sample_description	Library name: 4-2_C11_CD36	1
!Sample_description	Library name: 4-2_D02_CRELD1	1
!Sample_description	Library name: 4-2_D03_LGR6	1
!Sample_description	Library name: 4-2_D04_PORCN	1
!Sample_description	Library name: 4-2_D05_WIF1	1
!Sample_description	Library name: 4-2_D06_GSK3B	1
!Sample_description	Library name: 4-2_D07_TIGIT	1
!Sample_description	Library name: 4-2_D08_FBXW11	1
!Sample_description	Library name: 4-2_D09_PDE7B	1
!Sample_description	Library name: 4-2_D10_HBEGF	1
!Sample_description	Library name: 4-2_D11_KCNJ15	1
!Sample_description	Library name: 4-2_E02_CRISPLD2	1
!Sample_description	Library name: 4-2_E03_TIGIT	1
!Sample_description	Library name: 4-2_E04_SIAH1A	1
!Sample_description	Library name: 4-2_E05_JUP	1
!Sample_description	Library name: 4-2_E06_CELSR2	1
!Sample_description	Library name: 4-2_E07_APC	1
!Sample_description	Library name: 4-2_E08_MLC1	1
!Sample_description	Library name: 4-2_E09_CDKN2B	1
!Sample_description	Library name: 4-2_E10_SEMA3E	1
!Sample_description	Library name: 4-2_E11_SLC34A2	1
!Sample_description	Library name: 4-2_F02_TIGIT	1
!Sample_description	Library name: 4-2_F03_ZNRF3	1
!Sample_description	Library name: 4-2_F04_USP6NL	1
!Sample_description	Library name: 4-2_F05_SH3RF1	1
!Sample_description	Library name: 4-2_F06_CELSR3	1
!Sample_description	Library name: 4-2_F07_SPRY1	1
!Sample_description	Library name: 4-2_F08_ZFP385B	1
!Sample_description	Library name: 4-2_F09_BDNF	1
!Sample_description	Library name: 4-2_F10_ZFP365	1
!Sample_description	Library name: 4-2_F11_NPR1	1
!Sample_description	Library name: 4-2_G02_RNF43	1
!Sample_description	Library name: 4-2_G03_LGR4	1
!Sample_description	Library name: 4-2_G04_DVL1	1
!Sample_description	Library name: 4-2_G05_PDLIM2	1
!Sample_description	Library name: 4-2_G06_USP6NL	1
!Sample_description	Library name: 4-2_G07_SPRY2	1
!Sample_description	Library name: 4-2_G08_LRG1	1
!Sample_description	Library name: 4-2_G09_CSF1R	1
!Sample_description	Library name: 4-2_G10_TDTOMATO	1
!Sample_description	Library name: 4-2_G11_TIGIT	1
!Sample_description	Library name: 4-3_B02_ATF6	1
!Sample_description	Library name: 4-3_B03_CTCF	1
!Sample_description	Library name: 4-3_B04_TIGIT	1
!Sample_description	Library name: 4-3_B05_TDTOMATO	1
!Sample_description	Library name: 4-3_B06_RYK	1
!Sample_description	Library name: 4-3_B07_RNF43	1
!Sample_description	Library name: 4-3_B08_NKD1	1
!Sample_description	Library name: 4-3_B09_SLC34A2	1
!Sample_description	Library name: 4-3_B10_RBPJL	1
!Sample_description	Library name: 4-3_B11_SLC6A14	1
!Sample_description	Library name: 4-3_C02_LAMP2	1
!Sample_description	Library name: 4-3_C03_LGR5	1
!Sample_description	Library name: 4-3_C04_CTNNB1	1
!Sample_description	Library name: 4-3_C05_DVL3	1
!Sample_description	Library name: 4-3_C06_DVL2	1
!Sample_description	Library name: 4-3_C07_SPRY4	1
!Sample_description	Library name: 4-3_C08_NKD2	1
!Sample_description	Library name: 4-3_C09_TIGIT	1
!Sample_description	Library name: 4-3_C10_HOPX	1
!Sample_description	Library name: 4-3_C11_CD36	1
!Sample_description	Library name: 4-3_D02_CRELD1	1
!Sample_description	Library name: 4-3_D03_LGR6	1
!Sample_description	Library name: 4-3_D04_PORCN	1
!Sample_description	Library name: 4-3_D05_WIF1	1
!Sample_description	Library name: 4-3_D06_GSK3B	1
!Sample_description	Library name: 4-3_D07_TIGIT	1
!Sample_description	Library name: 4-3_D08_FBXW11	1
!Sample_description	Library name: 4-3_D09_PDE7B	1
!Sample_description	Library name: 4-3_D10_HBEGF	1
!Sample_description	Library name: 4-3_D11_KCNJ15	1
!Sample_description	Library name: 4-3_E02_CRISPLD2	1
!Sample_description	Library name: 4-3_E03_TIGIT	1
!Sample_description	Library name: 4-3_E04_SIAH1A	1
!Sample_description	Library name: 4-3_E05_JUP	1
!Sample_description	Library name: 4-3_E06_CELSR2	1
!Sample_description	Library name: 4-3_E07_APC	1
!Sample_description	Library name: 4-3_E08_MLC1	1
!Sample_description	Library name: 4-3_E09_CDKN2B	1
!Sample_description	Library name: 4-3_E10_SEMA3E	1
!Sample_description	Library name: 4-3_E11_SLC34A2	1
!Sample_description	Library name: 4-3_F02_TIGIT	1
!Sample_description	Library name: 4-3_F03_ZNRF3	1
!Sample_description	Library name: 4-3_F04_USP6NL	1
!Sample_description	Library name: 4-3_F05_SH3RF1	1
!Sample_description	Library name: 4-3_F06_CELSR3	1
!Sample_description	Library name: 4-3_F07_SPRY1	1
!Sample_description	Library name: 4-3_F08_ZFP385B	1
!Sample_description	Library name: 4-3_F09_BDNF	1
!Sample_description	Library name: 4-3_F10_ZFP365	1
!Sample_description	Library name: 4-3_F11_NPR1	1
!Sample_description	Library name: 4-3_G02_RNF43	1
!Sample_description	Library name: 4-3_G03_LGR4	1
!Sample_description	Library name: 4-3_G04_DVL1	1
!Sample_description	Library name: 4-3_G05_PDLIM2	1
!Sample_description	Library name: 4-3_G06_USP6NL	1
!Sample_description	Library name: 4-3_G07_SPRY2	1
!Sample_description	Library name: 4-3_G08_LRG1	1
!Sample_description	Library name: 4-3_G09_CSF1R	1
!Sample_description	Library name: 4-3_G10_TDTOMATO	1
!Sample_description	Library name: 4-3_G11_TIGIT	1
!Sample_description	Library name: 4-4_B02_ATF6	1
!Sample_description	Library name: 4-4_B03_CTCF	1
!Sample_description	Library name: 4-4_B04_TIGIT	1
!Sample_description	Library name: 4-4_B05_TDTOMATO	1
!Sample_description	Library name: 4-4_B06_RYK	1
!Sample_description	Library name: 4-4_B07_RNF43	1
!Sample_description	Library name: 4-4_B08_NKD1	1
!Sample_description	Library name: 4-4_B09_SLC34A2	1
!Sample_description	Library name: 4-4_B10_RBPJL	1
!Sample_description	Library name: 4-4_B11_SLC6A14	1
!Sample_description	Library name: 4-4_C02_LAMP2	1
!Sample_description	Library name: 4-4_C03_LGR5	1
!Sample_description	Library name: 4-4_C04_CTNNB1	1
!Sample_description	Library name: 4-4_C05_DVL3	1
!Sample_description	Library name: 4-4_C06_DVL2	1
!Sample_description	Library name: 4-4_C07_SPRY4	1
!Sample_description	Library name: 4-4_C08_NKD2	1
!Sample_description	Library name: 4-4_C09_TIGIT	1
!Sample_description	Library name: 4-4_C10_HOPX	1
!Sample_description	Library name: 4-4_C11_CD36	1
!Sample_description	Library name: 4-4_D02_CRELD1	1
!Sample_description	Library name: 4-4_D03_LGR6	1
!Sample_description	Library name: 4-4_D04_PORCN	1
!Sample_description	Library name: 4-4_D05_WIF1	1
!Sample_description	Library name: 4-4_D06_GSK3B	1
!Sample_description	Library name: 4-4_D07_TIGIT	1
!Sample_description	Library name: 4-4_D08_FBXW11	1
!Sample_description	Library name: 4-4_D09_PDE7B	1
!Sample_description	Library name: 4-4_D10_HBEGF	1
!Sample_description	Library name: 4-4_D11_KCNJ15	1
!Sample_description	Library name: 4-4_E02_CRISPLD2	1
!Sample_description	Library name: 4-4_E03_TIGIT	1
!Sample_description	Library name: 4-4_E04_SIAH1A	1
!Sample_description	Library name: 4-4_E05_JUP	1
!Sample_description	Library name: 4-4_E06_CELSR2	1
!Sample_description	Library name: 4-4_E07_APC	1
!Sample_description	Library name: 4-4_E08_MLC1	1
!Sample_description	Library name: 4-4_E09_CDKN2B	1
!Sample_description	Library name: 4-4_E10_SEMA3E	1
!Sample_description	Library name: 4-4_E11_SLC34A2	1
!Sample_description	Library name: 4-4_F02_TIGIT	1
!Sample_description	Library name: 4-4_F03_ZNRF3	1
!Sample_description	Library name: 4-4_F04_USP6NL	1
!Sample_description	Library name: 4-4_F05_SH3RF1	1
!Sample_description	Library name: 4-4_F06_CELSR3	1
!Sample_description	Library name: 4-4_F07_SPRY1	1
!Sample_description	Library name: 4-4_F08_ZFP385B	1
!Sample_description	Library name: 4-4_F09_BDNF	1
!Sample_description	Library name: 4-4_F10_ZFP365	1
!Sample_description	Library name: 4-4_F11_NPR1	1
!Sample_description	Library name: 4-4_G02_RNF43	1
!Sample_description	Library name: 4-4_G03_LGR4	1
!Sample_description	Library name: 4-4_G04_DVL1	1
!Sample_description	Library name: 4-4_G05_PDLIM2	1
!Sample_description	Library name: 4-4_G06_USP6NL	1
!Sample_description	Library name: 4-4_G07_SPRY2	1
!Sample_description	Library name: 4-4_G08_LRG1	1
!Sample_description	Library name: 4-4_G09_CSF1R	1
!Sample_description	Library name: 4-4_G10_TDTOMATO	1
!Sample_description	Library name: 4-4_G11_TIGIT	1
!Sample_extract_protocol_ch1	Libraries were prepared from extracted RNA using a modified Smart-seq3 protocol ( Hagemann-Jensen, M., Ziegenhain, C., Chen, P. et al. Single-cell RNA counting at allele and isoform resolution using Smart-seq3. Nat Biotechnol 38, 708–714 (2020). https://doi.org/10.1038/s41587-020-0497-0) Annealing reaction was performed with 4ul purified RNA, 0.8 ul 40% PEG 8000, 0.08 ul RNAse Inhibitor, 0.04 ul Smart-seq3 oligo dT (100µM), 0.3 ul dNTP (25mM each) and 1 ul water per 384 well reaction. 10 ul mineral oil was added on top to prevent evaporation. Reaction was sealed, spun and incubated at 70˚C for 10 min. Reverse translation was performed by adding 2 ul of RT mix (0.2ul Tris HCl, pH8.0 (1M), 0.24 ul NaCl (1M), 0.2 ul MgCl2 (100mM), 0.08 ul GTP (10mM), 0.64 ul DTT (100mM), 0.16 ul TSO (100µM), 0.08 ul Maxima H Minus RTase and 0.4 ul water) to each 384 well reaction. The RT reaction was incubated at 42°C for 90 min and repeated the following steps for 10 cycles: 50˚C for 2 min and 42˚C for 2 min, and was terminated at 85°C for 5 min.	886
!Sample_extract_protocol_ch1	cDNA amplification was performed by adding 12ul of PCR mix (0.1 ul cDNA fwd (100µM), 0.02 ul cDNA rev (100µM), 0.1 ul MgCl2 (100mM), 10 ul 2X Kapa HiFi Hotstart Readymix  and 1.78 ul water) to the RT reaction for a total of 20 ul. Reaction was thermal cycled at 95°C for 3 min, [98°C for 20 sec, 65°C for 30 sec, 72°C for 4 min] x 14 cycles, 72 °C 4min. cDNA was diluted 1:10 in water. 1 ul of each sample was transferred to a new 384 well plate to perform tagmentation. 3 ul of tagmentation mix (0.8 ul 5X TAPS Mg buffer, 0.1 ul Tn5 enzyme, 2.1 ul water) was added to each sample on ice. Plate was sealed, vortexed for 15 seconds and spun. The reaction mixture was incubated at 55 °C for 10 min. Reaction was quenched by adding 0.5µl of 0.2% SDS to each well, sealing, vortexing for 15 seconds, and spinning the plate. The plate was  incubated at room temperature for 5 min. Libraries were indexed by added 3.5 ul of PCR mix and 2 ul indexing primers  to each sample.  Reaction was thermal cycled at 72°C for 5 min, 95°C for 3 min, [98°C for 20 sec, 65°C for 30 sec, 72°C for 30 sec] x 10 cycles, 72 °C 4min. Libraries were pooled and sequenced on an Illumina NovaSeq X Plus system, targeting 8M reads per library.	886
!Sample_source_name_ch1	lung mouse alveolar type 2 cells and primary human fibroblasts	886
