cohort,donor,disease,celltype,n_cells,det_AREG,det_HBEGF,det_EREG,det_EGF,det_EGFR,det_TGFA,det_BTC,det_EPGN,evaluable
E2_GSE136831,222C,Control,DC_Langerhans,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,222C,Control,DC_Mature,27,0.6296,0.0,0.1481,0.0,0.0,0.0,0.037,0.0,True
E2_GSE136831,222C,Control,Fibroblast,85,0.1529,0.0471,0.0471,0.0118,0.5412,0.0,0.0,0.0,True
E2_GSE136831,222C,Control,Goblet,7,0.4286,0.1429,0.0,0.0,0.5714,0.2857,0.0,0.0,False
E2_GSE136831,222C,Control,ILC_A,46,0.8913,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,222C,Control,ILC_B,28,0.9643,0.0,0.1071,0.0,0.0,0.0,0.0,0.0357,True
E2_GSE136831,222C,Control,Lymphatic,45,0.0889,0.0222,0.0222,0.0,0.0222,0.0222,0.0,0.0,True
E2_GSE136831,222C,Control,Macrophage,2583,0.6303,0.4804,0.3326,0.0031,0.0039,0.024,0.0019,0.0046,True
E2_GSE136831,222C,Control,Macrophage_Alveolar,2779,0.4635,0.5369,0.19,0.0068,0.0079,0.0817,0.0007,0.0007,True
E2_GSE136831,222C,Control,Mast,41,0.8049,0.0732,0.0488,0.0,0.0,0.0244,0.0,0.0,True
E2_GSE136831,222C,Control,Mesothelial,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,222C,Control,Multiplet,111,0.5766,0.3423,0.2432,0.009,0.1532,0.0541,0.009,0.0,True
E2_GSE136831,222C,Control,Myofibroblast,52,0.0769,0.1154,0.0,0.0192,0.3269,0.0,0.0,0.0,True
E2_GSE136831,222C,Control,NK,519,0.7958,0.0154,0.0154,0.0039,0.0039,0.0173,0.0,0.0,True
E2_GSE136831,222C,Control,PNEC,3,0.6667,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,False
E2_GSE136831,222C,Control,Pericyte,7,0.0,0.0,0.1429,0.0,0.2857,0.0,0.0,0.0,False
E2_GSE136831,222C,Control,SMC,21,0.0,0.0952,0.0476,0.0,0.2857,0.0,0.0952,0.0,True
E2_GSE136831,222C,Control,T,1001,0.1499,0.034,0.013,0.002,0.0,0.005,0.0,0.003,True
E2_GSE136831,222C,Control,T_Cytotoxic,453,0.2119,0.0155,0.0199,0.0044,0.0022,0.0022,0.0,0.0,True
E2_GSE136831,222C,Control,T_Regulatory,41,0.0488,0.0488,0.0,0.0,0.0,0.0244,0.0,0.0,True
E2_GSE136831,222C,Control,VE_Arterial,34,0.0882,0.1471,0.0294,0.0,0.3824,0.0,0.0588,0.0,True
E2_GSE136831,222C,Control,VE_Capillary_A,35,0.0857,0.0,0.0,0.0,0.2286,0.0,0.0,0.0,True
E2_GSE136831,222C,Control,VE_Capillary_B,84,0.0833,0.0595,0.0119,0.0238,0.2262,0.0,0.0,0.0,True
E2_GSE136831,222C,Control,VE_Peribronchial,14,0.2143,0.3571,0.0,0.0,0.1429,0.0714,0.0714,0.0,False
E2_GSE136831,222C,Control,VE_Venous,16,0.1875,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,False
E2_GSE136831,222C,Control,cDC1,44,0.75,0.1364,0.0455,0.0,0.0227,0.0455,0.0227,0.0,True
E2_GSE136831,222C,Control,cDC2,131,0.9618,0.5267,0.4809,0.0076,0.0,0.0458,0.0076,0.0153,True
E2_GSE136831,222C,Control,cMonocyte,1452,0.8643,0.4125,0.5978,0.0021,0.0028,0.0131,0.0021,0.0207,True
E2_GSE136831,222C,Control,ncMonocyte,55,0.6727,0.5273,0.4727,0.0,0.0,0.0182,0.0,0.0,True
E2_GSE136831,222I,IPF,ATI,4,0.25,0.25,0.0,0.25,0.5,0.25,0.0,0.0,False
E2_GSE136831,222I,IPF,ATII,11,0.5455,0.3636,0.0909,0.1818,0.5455,0.0909,0.0909,0.0,False
E2_GSE136831,222I,IPF,Aberrant_Basaloid,25,0.56,0.4,0.2,0.28,0.64,0.32,0.08,0.0,True
E2_GSE136831,222I,IPF,B,376,0.1649,0.0133,0.0,0.0027,0.0027,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,B_Plasma,6,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,Basal,76,0.3026,0.2763,0.1447,0.0263,0.8421,0.1974,0.0658,0.0132,True
E2_GSE136831,222I,IPF,Ciliated,551,0.1143,0.0381,0.0127,0.0127,0.4174,0.2069,0.1652,0.0,True
E2_GSE136831,222I,IPF,Club,164,0.311,0.1951,0.1402,0.0488,0.4878,0.1707,0.0793,0.0,True
E2_GSE136831,222I,IPF,DC_Langerhans,26,0.2692,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,DC_Mature,16,0.25,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,Fibroblast,44,0.0455,0.0455,0.0227,0.0,0.8409,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,Goblet,84,0.2976,0.2619,0.1548,0.0119,0.5476,0.2262,0.1071,0.0,True
E2_GSE136831,222I,IPF,ILC_A,22,0.6818,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,ILC_B,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,Ionocyte,4,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,False
E2_GSE136831,222I,IPF,Lymphatic,29,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,True
E2_GSE136831,222I,IPF,Macrophage,3723,0.2753,0.2947,0.2587,0.0027,0.0073,0.0274,0.0013,0.0003,True
E2_GSE136831,222I,IPF,Macrophage_Alveolar,824,0.2124,0.3835,0.159,0.0024,0.0085,0.017,0.0073,0.0012,True
E2_GSE136831,222I,IPF,Mast,63,0.746,0.0,0.0317,0.0,0.0,0.0159,0.0,0.0,True
E2_GSE136831,222I,IPF,Mesothelial,12,0.5,0.0833,0.0833,0.0,0.9167,0.0,0.0,0.0833,False
E2_GSE136831,222I,IPF,Multiplet,180,0.35,0.2889,0.2167,0.0278,0.3333,0.1444,0.0944,0.0,True
E2_GSE136831,222I,IPF,Myofibroblast,49,0.0612,0.0,0.0,0.0408,0.3878,0.0408,0.0,0.0,True
E2_GSE136831,222I,IPF,NK,350,0.4229,0.0029,0.0057,0.0057,0.0,0.0143,0.0,0.0,True
E2_GSE136831,222I,IPF,Pericyte,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,SMC,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,T,465,0.1548,0.0237,0.0065,0.0065,0.0043,0.0,0.0022,0.0065,True
E2_GSE136831,222I,IPF,T_Cytotoxic,542,0.1642,0.0055,0.0111,0.0018,0.0,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,T_Regulatory,52,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,222I,IPF,VE_Arterial,15,0.0,0.0667,0.0,0.0,0.4667,0.0,0.0667,0.0,False
E2_GSE136831,222I,IPF,VE_Capillary_B,10,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,VE_Peribronchial,15,0.0,0.2667,0.0,0.0,0.0667,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,VE_Venous,8,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.0,False
E2_GSE136831,222I,IPF,cDC1,21,0.7143,0.0952,0.1429,0.0,0.0,0.0476,0.0,0.0,True
E2_GSE136831,222I,IPF,cDC2,195,0.7846,0.359,0.2308,0.0,0.0051,0.0821,0.0,0.0,True
E2_GSE136831,222I,IPF,cMonocyte,464,0.5905,0.3341,0.4138,0.0,0.0022,0.0129,0.0,0.0108,True
E2_GSE136831,222I,IPF,ncMonocyte,188,0.2553,0.1915,0.1277,0.0106,0.0,0.0106,0.0,0.0,True
E2_GSE136831,222I,IPF,pDC,12,0.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,ATI,3,0.3333,0.6667,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,ATII,60,0.45,0.0833,0.0333,0.0167,0.2,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,Aberrant_Basaloid,9,0.4444,0.3333,0.2222,0.0,0.6667,0.2222,0.1111,0.0,False
E2_GSE136831,225I,IPF,B,49,0.2857,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,B_Plasma,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,Basal,18,0.2778,0.1667,0.0556,0.0,0.8333,0.0,0.0,0.0556,False
E2_GSE136831,225I,IPF,Ciliated,568,0.206,0.0511,0.037,0.0194,0.3697,0.1743,0.1866,0.0018,True
E2_GSE136831,225I,IPF,Club,13,0.4615,0.0,0.2308,0.0,0.1538,0.2308,0.0769,0.0,False
E2_GSE136831,225I,IPF,DC_Langerhans,33,0.3939,0.0303,0.0,0.0,0.0,0.0303,0.0,0.0,True
E2_GSE136831,225I,IPF,DC_Mature,14,0.6429,0.0,0.1429,0.0,0.0,0.0714,0.0,0.0,False
E2_GSE136831,225I,IPF,Fibroblast,36,0.0278,0.0833,0.0556,0.0,0.5556,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,Goblet,21,0.1905,0.0,0.0476,0.0,0.4762,0.0476,0.0476,0.0,True
E2_GSE136831,225I,IPF,ILC_A,14,0.8571,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,ILC_B,15,0.9333,0.1333,0.1333,0.0,0.0,0.0,0.0,0.0667,False
E2_GSE136831,225I,IPF,Lymphatic,41,0.0488,0.0488,0.0488,0.0244,0.0,0.0244,0.0,0.0,True
E2_GSE136831,225I,IPF,Macrophage,5193,0.4321,0.4564,0.4575,0.0033,0.0039,0.0254,0.0023,0.0077,True
E2_GSE136831,225I,IPF,Macrophage_Alveolar,2893,0.2876,0.4452,0.3795,0.0045,0.0069,0.0107,0.0041,0.0021,True
E2_GSE136831,225I,IPF,Mast,90,0.6778,0.0,0.0667,0.0111,0.0,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,Mesothelial,8,0.5,0.125,0.125,0.0,0.625,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,Multiplet,279,0.448,0.4409,0.3477,0.0036,0.3333,0.0573,0.0789,0.0072,True
E2_GSE136831,225I,IPF,Myofibroblast,572,0.0682,0.0909,0.0332,0.0122,0.465,0.0105,0.0105,0.0,True
E2_GSE136831,225I,IPF,NK,278,0.6223,0.0144,0.0216,0.0,0.0036,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,Pericyte,130,0.0462,0.0231,0.0077,0.0077,0.4,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,SMC,116,0.0259,0.0862,0.0086,0.0,0.3707,0.0,0.1034,0.0,True
E2_GSE136831,225I,IPF,T,138,0.3333,0.0362,0.0072,0.0072,0.0,0.0217,0.0,0.0072,True
E2_GSE136831,225I,IPF,T_Cytotoxic,112,0.2054,0.0179,0.0357,0.0,0.0,0.0089,0.0,0.0,True
E2_GSE136831,225I,IPF,T_Regulatory,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,225I,IPF,VE_Arterial,36,0.1667,0.3333,0.0556,0.0,0.4722,0.0278,0.0556,0.0,True
E2_GSE136831,225I,IPF,VE_Capillary_A,30,0.1,0.0667,0.0,0.0,0.3,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,VE_Capillary_B,89,0.1348,0.3146,0.0337,0.0112,0.3483,0.0,0.0,0.0,True
E2_GSE136831,225I,IPF,VE_Peribronchial,181,0.0994,0.2983,0.0221,0.0,0.1602,0.0055,0.0,0.0055,True
E2_GSE136831,225I,IPF,VE_Venous,59,0.0339,0.2203,0.0508,0.0,0.2373,0.0169,0.0,0.0,True
E2_GSE136831,225I,IPF,cDC1,16,0.75,0.0625,0.125,0.0,0.0,0.125,0.0,0.0,False
E2_GSE136831,225I,IPF,cDC2,341,0.8563,0.4516,0.349,0.0088,0.0,0.0499,0.0029,0.0352,True
E2_GSE136831,225I,IPF,cMonocyte,390,0.7256,0.4949,0.5615,0.0,0.0026,0.0308,0.0,0.0333,True
E2_GSE136831,225I,IPF,ncMonocyte,192,0.4688,0.3958,0.2031,0.0,0.0052,0.0104,0.0,0.0104,True
E2_GSE136831,225I,IPF,pDC,30,0.9,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,226C,Control,ATI,5,0.2,0.6,0.2,0.0,0.0,0.4,0.2,0.0,False
E2_GSE136831,226C,Control,ATII,133,0.5564,0.2782,0.2932,0.0451,0.4962,0.1203,0.015,0.0075,True
E2_GSE136831,226C,Control,B,151,0.1854,0.0,0.0662,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,226C,Control,B_Plasma,5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,Ciliated,104,0.2115,0.0481,0.2019,0.0192,0.2596,0.2019,0.1154,0.0,True
E2_GSE136831,226C,Control,Club,7,0.4286,0.0,0.0,0.0,0.5714,0.1429,0.0,0.0,False
E2_GSE136831,226C,Control,DC_Mature,12,0.75,0.0833,0.5833,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,Fibroblast,28,0.1071,0.1071,0.2857,0.0,0.6429,0.0,0.0,0.0,True
E2_GSE136831,226C,Control,Goblet,5,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.0,False
E2_GSE136831,226C,Control,ILC_A,30,0.9,0.0,0.1333,0.0333,0.0,0.0,0.0,0.0,True
E2_GSE136831,226C,Control,ILC_B,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,False
E2_GSE136831,226C,Control,Lymphatic,4,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,Macrophage,9042,0.7152,0.3221,0.8494,0.0036,0.0027,0.0173,0.0018,0.0435,True
E2_GSE136831,226C,Control,Macrophage_Alveolar,225,0.3467,0.2089,0.3467,0.0044,0.0089,0.0356,0.0,0.0,True
E2_GSE136831,226C,Control,Mast,5,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,Multiplet,75,0.68,0.1867,0.52,0.0,0.16,0.0533,0.0267,0.0533,True
E2_GSE136831,226C,Control,Myofibroblast,4,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,NK,87,0.7816,0.0115,0.046,0.0,0.0,0.0115,0.0,0.0,True
E2_GSE136831,226C,Control,PNEC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,T,255,0.2471,0.0275,0.0471,0.0078,0.0,0.0,0.0,0.0039,True
E2_GSE136831,226C,Control,T_Cytotoxic,266,0.3308,0.0301,0.0414,0.0,0.0038,0.015,0.0,0.0,True
E2_GSE136831,226C,Control,T_Regulatory,16,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,VE_Arterial,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,VE_Capillary_B,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,VE_Venous,7,0.1429,0.1429,0.1429,0.0,0.1429,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,cDC1,27,0.9259,0.1481,0.5556,0.0,0.037,0.1481,0.0,0.0,True
E2_GSE136831,226C,Control,cDC2,141,0.9787,0.4113,0.7589,0.0,0.0,0.1064,0.0071,0.156,True
E2_GSE136831,226C,Control,cMonocyte,68,0.75,0.4412,0.75,0.0,0.0,0.0,0.0,0.0588,True
E2_GSE136831,226C,Control,ncMonocyte,10,0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,226C,Control,pDC,7,1.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,ATII,4,0.5,0.5,0.0,0.0,0.5,0.25,0.0,0.0,False
E2_GSE136831,228I,IPF,Aberrant_Basaloid,5,0.2,0.0,0.2,0.2,0.6,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,B,85,0.1176,0.0353,0.0118,0.0,0.0118,0.0235,0.0,0.0,True
E2_GSE136831,228I,IPF,B_Plasma,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,Basal,5,0.6,0.2,0.4,0.0,1.0,0.4,0.0,0.0,False
E2_GSE136831,228I,IPF,Ciliated,60,0.1667,0.0167,0.0333,0.0167,0.2667,0.1833,0.1,0.0,True
E2_GSE136831,228I,IPF,Club,4,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,False
E2_GSE136831,228I,IPF,DC_Langerhans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,DC_Mature,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,Fibroblast,55,0.0727,0.1273,0.0,0.0364,0.5455,0.0,0.0182,0.0,True
E2_GSE136831,228I,IPF,Goblet,3,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,ILC_A,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,ILC_B,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,Lymphatic,14,0.0,0.0714,0.0,0.0,0.0714,0.0714,0.0,0.0,False
E2_GSE136831,228I,IPF,Macrophage,2032,0.2047,0.377,0.1683,0.0098,0.0108,0.0684,0.0034,0.0059,True
E2_GSE136831,228I,IPF,Macrophage_Alveolar,183,0.1366,0.4372,0.1257,0.0109,0.0055,0.0492,0.0055,0.0,True
E2_GSE136831,228I,IPF,Mast,26,0.9615,0.0769,0.0385,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,228I,IPF,Mesothelial,16,0.125,0.125,0.0625,0.0,0.75,0.0,0.0,0.4375,False
E2_GSE136831,228I,IPF,Multiplet,22,0.4091,0.1364,0.0455,0.0,0.1818,0.0,0.0455,0.0,True
E2_GSE136831,228I,IPF,Myofibroblast,185,0.1351,0.2865,0.0432,0.0162,0.4108,0.0108,0.027,0.0,True
E2_GSE136831,228I,IPF,NK,124,0.6048,0.0323,0.0161,0.0,0.0081,0.0484,0.0,0.0,True
E2_GSE136831,228I,IPF,Pericyte,11,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,False
E2_GSE136831,228I,IPF,SMC,30,0.0,0.0333,0.0333,0.0,0.1,0.0,0.0667,0.0,True
E2_GSE136831,228I,IPF,T,23,0.087,0.087,0.0,0.0,0.0,0.0435,0.0,0.0,True
E2_GSE136831,228I,IPF,T_Cytotoxic,134,0.2015,0.0299,0.0,0.0224,0.0149,0.0224,0.0,0.0075,True
E2_GSE136831,228I,IPF,T_Regulatory,29,0.0345,0.1379,0.0345,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,228I,IPF,VE_Arterial,11,0.0909,0.4545,0.0,0.0,0.3636,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,VE_Capillary_A,7,0.0,0.1429,0.1429,0.1429,0.1429,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,VE_Capillary_B,10,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,VE_Peribronchial,63,0.0476,0.4286,0.0317,0.0,0.0952,0.0159,0.0159,0.0,True
E2_GSE136831,228I,IPF,VE_Venous,12,0.0,0.1667,0.0,0.0,0.1667,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,cDC1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,cDC2,5,0.6,0.4,0.0,0.0,0.2,0.2,0.0,0.0,False
E2_GSE136831,228I,IPF,cMonocyte,42,0.2619,0.4524,0.3095,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,228I,IPF,ncMonocyte,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,228I,IPF,pDC,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,ATI,61,0.0,0.377,0.0,0.0,0.3443,0.0164,0.0656,0.0,True
E2_GSE136831,244C,Control,B,12,0.3333,0.1667,0.0833,0.0833,0.1667,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,Ciliated,17,0.2353,0.0,0.0,0.0588,0.2353,0.0588,0.1176,0.0,False
E2_GSE136831,244C,Control,Fibroblast,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,Lymphatic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,Macrophage,24,0.25,0.375,0.25,0.0417,0.125,0.1667,0.0,0.0,True
E2_GSE136831,244C,Control,Macrophage_Alveolar,5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,Multiplet,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,Myofibroblast,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,NK,8,0.25,0.0,0.0,0.0,0.125,0.0,0.125,0.0,False
E2_GSE136831,244C,Control,Pericyte,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,SMC,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,T_Cytotoxic,15,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,False
E2_GSE136831,244C,Control,VE_Capillary_A,7,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,VE_Capillary_B,3,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,VE_Venous,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,244C,Control,cMonocyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,ATI,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,ATII,3,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,B,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,B_Plasma,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Ciliated,5,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,False
E2_GSE136831,253C,Control,DC_Langerhans,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,DC_Mature,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Fibroblast,11,0.0909,0.1818,0.0909,0.0,0.6364,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Goblet,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,ILC_A,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,ILC_B,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Lymphatic,16,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Macrophage,226,0.7832,0.5796,0.531,0.0044,0.0088,0.0221,0.0044,0.0177,True
E2_GSE136831,253C,Control,Macrophage_Alveolar,124,0.6613,0.6048,0.3952,0.0081,0.0242,0.0403,0.0242,0.0,True
E2_GSE136831,253C,Control,Mast,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,Multiplet,4,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.0,False
E2_GSE136831,253C,Control,Myofibroblast,12,0.0,0.0,0.0833,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,NK,29,0.5517,0.1724,0.069,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,253C,Control,PNEC,3,0.3333,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,SMC,3,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,T,9,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,T_Cytotoxic,49,0.1837,0.0,0.0408,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,253C,Control,T_Regulatory,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,VE_Arterial,15,0.1333,0.2,0.0667,0.0,0.3333,0.0,0.0667,0.0,False
E2_GSE136831,253C,Control,VE_Capillary_A,4,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,VE_Capillary_B,16,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,VE_Venous,8,0.125,0.375,0.0,0.0,0.375,0.0,0.0,0.0,False
E2_GSE136831,253C,Control,cDC1,14,0.8571,0.2857,0.0714,0.0,0.0,0.0714,0.0,0.0,False
E2_GSE136831,253C,Control,cDC2,35,1.0,0.5714,0.7429,0.0,0.0,0.0571,0.0,0.0857,True
E2_GSE136831,253C,Control,cMonocyte,312,0.8494,0.6442,0.7083,0.0064,0.016,0.0064,0.0,0.0385,True
E2_GSE136831,253C,Control,ncMonocyte,21,0.8095,0.4762,0.2857,0.0,0.0476,0.0476,0.0,0.0476,True
E2_GSE136831,296C,Control,ATI,7,0.0,0.2857,0.0,0.0,0.4286,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,ATII,88,0.3977,0.1477,0.0568,0.0227,0.4886,0.0227,0.0114,0.0,True
E2_GSE136831,296C,Control,B,7,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,B_Plasma,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Basal,4,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Ciliated,14,0.3571,0.0,0.0714,0.0,0.2143,0.1429,0.1429,0.0,False
E2_GSE136831,296C,Control,Club,11,0.5455,0.1818,0.1818,0.0,0.6364,0.1818,0.0909,0.0,False
E2_GSE136831,296C,Control,DC_Mature,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Fibroblast,15,0.1333,0.0667,0.0667,0.0,0.6,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Goblet,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,ILC_A,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
